,0
1274,Nostrum
1275,SGK-Novelle
1276,Armutsregionen
1277,UN-Angaben
1278,Südschweden
1279,Kontingentplan
1280,Puntland
1281,Better
1282,Schlepperdienste
1283,Atlantikinseln
1284,Evakuieren
1285,Asylunterkünfte
1286,Dublin-III-Regeln
1287,Refugees
1288,Bandenführer
1289,Auffanglager
1290,Tabuwort
1291,Lokalzug
1292,Polizeiabsperrung
1293,Solidaritätskonzert
1294,Quotensystems
1295,SIS-Datenbank
1296,Nachbarschaftspolitik
1297,Lastenverschiebung
1298,Frontex-Auftrag
1299,COVID-19
1300,EU-Gipfel
1301,Antragssteller
1302,Radkersburg
1303,Flugverbotszone
1304,Weiterwanderung
1305,Verschleppungsstrategie
1306,Ventimiglia
1307,Weiterziehen
1308,Zurückgeführt
1309,EU-Grenzen
1310,Auslandsjournal
1311,Neuankünfte
1312,Zeltdörfer
1313,Flüchtlingsgruppen
1314,Flüchtlingscamps
1315,Ankömmlingen
1316,Küstenschutzboote
1317,Aufnehmerstaaten
1318,Notstandes
1319,EU-Länder.2016
1320,Superstacja
1321,Bruttoeinkommens
1322,EASO
1323,Säure-
1324,Aufnahmequoten
1325,EU-Türkei-Abkommen
1326,Asylhaft
1327,Flüchtlinge.Temesvar
1328,Ioannis
1329,Aufnahmeländer
1330,Asylansprüche
1331,Jean-Claude
1332,Geduldete
1333,Geflüchteten
1334,Franzisca
1335,Entwicklungsfonds
1336,Dublin-Abkommens
1337,Frontex
1338,Flüchtlingsfrage
1339,Schleusers
1340,Einreisewege
1341,EU-Asylrecht
1342,Terrorzelle
1343,Datenbankprojekt
1344,Szydło
1345,Albaniens
1346,Tumulten
1347,Rücknahmegesuchen.Nach
1348,COVID-19-Pandemie
1349,Rückführungen.Seit
1350,Recherchekollektiv
1351,Asylgesetzes
1352,Gesetzespaket
1353,Dublinvertrag
1354,Flüchtlingskrise
1355,Rückführungen
1356,Rückübernahmeanträge
1357,Behördenvertreter
1358,Angemietete
1359,Bratislava-Fahrplan
1360,Arbeitsmarktintegration
1361,Grenzbeamte
1362,EU-Verträge
1363,Dringlichkeitsliste
1364,Vermutet
1365,Schengen-Regeln
1366,Minderheitsregierung
1367,Brandanschlägen
1368,Gewalteskalation
1369,Ludowe
1370,Integrationserfolg
1371,VLMU
1372,Verteilungsquote
1373,Kraft.Ungarn
1374,Elektroenergie
1375,Aufbaumission
1376,Außengrenze
1377,Schleusern
1378,Kroatische
1379,Demografie
1380,Borissow
1381,Durchgangscamp
1382,Lukaschenko
1383,Asylgesuchen
1384,Quotenregelung
1385,Paty
1386,Geflüchtete
1387,Flüchtlings/der
1388,Verteilungsvereinbarungen
1389,Eurostat-Daten
1390,Asylgesuche
1391,Cerar
1392,Generalüberholung
1393,UN-Flüchtlingslagern
1394,Grenze.Angesichts
1395,Seewege
1396,Sahara-Wüste
1397,Milanović
1398,Absetzbewegungen
1399,Tayyip
1400,Abschreckungsoffensive
1401,Evros
1402,Ankünfte
1403,EU-Flüchtlingsquoten
1404,Supporting
1405,Idlib
1406,Brandanschläge
1407,Fluchtbewegung
1408,Exklave
1409,Marquez
1410,Frontex-Leiter
