label,english,german
0,I got most answers right through sheer chance.,Ich habe die meisten Antworten direkt durch bloße Chance bekommen.
0,She made you feel that you were an expected felicity to her.,"Sie ließ Sie das Gefühl haben, dass Sie eine erwartete Glückseligkeit für sie waren."
0,They've been promised their full July salary minus the hardship payment.,Sie haben ihr volles Gehalt im Juli abzüglich der Härtezahlung versprochen.
1,In the space of a few moments one crossed a cultural divide now generations deep.,Im Raum einiger Momente überquerte man eine kulturelle Kluft jetzt Generationen tief.
1,They are creatures who - in their grudge against the traditional 'opium for the people' - cannot bear the music of the spheres.,"Sie sind Kreaturen, die - in ihrem Groll gegen das traditionelle „Opium für das Volk“ - die Musik der Kugeln nicht ertragen können."
1,"Shifting winds blew clouds of spray over the rocks, trees, and shrubs until they seemed to be sheathed in alabaster.","Verschiebende Winde blasen Sprühwolken über die Felsen, Bäume und Sträucher, bis sie in Alabaster umschifft schienen."
0,You'll see - a couple of years abroad will be the making of him.,Sie werden sehen - ein paar Jahre im Ausland werden die Herstellung von ihm sein.
0,Doesn't Kate look gorgeous?,Sieht Kate nicht wunderschön aus?
1,Mechanostriders: Summoning any of these mounts is now perfectly mechanical - sounding!,MechanoStriders: Die Beschwörung eines dieser Halterungen ist jetzt perfekt mechanisch - klingt!
1,Time is a bird for ever on the wing,Zeit ist ein Vogel für immer auf dem Flügel
0,"But Jenny, determined to be a true and loyal supporter, was hedging Maria's bets.","Aber Jenny, entschlossen, ein wahrer und loyaler Anhänger zu sein, war Marias Wetten abgeschlichen."
0,"Picture a college girl named Gloria, climbing up high on a ladder, struggling to clean that filthy ceiling.","Stellen Sie sich ein College -Mädchen namens Gloria vor, das hoch auf eine Leiter klettert und Schwierigkeiten hat, diese schmutzige Decke zu reinigen."
1,People who are unkind or uncaring can be described as meaner than junk yard junkyard dog.,"Menschen, die unfreundlich oder lieblos sind, können als gemeiner als Junk Yard Junkyard Dog bezeichnet werden."
0,"He insists that he is doing a service to the men who don't want to hire streetwalkers, and to his middle-class, ambitious and frostily pragmatic college friends.","Er besteht darauf, dass er einen Dienst für die Männer leistet, die keine Straßenwalker einstellen wollen, und an seinen bürgerlichen, ehrgeizigen und treibenden pragmatischen College-Freunden."
0,He just scraped into college.,Er kratzte gerade das College.
0,I could have him for my fellow worker but not for a friend.,"Ich könnte ihn für meinen Kollegen haben, aber nicht für einen Freund."
0,"But Branson, 42, does not want the simulators sitting idle and sees them as a new money-spinner.","Aber der 42-jährige Branson möchte nicht, dass die Simulatoren untätig sitzen und sie als neuen Geldspinner sehen."
0,"They were like ailing friends met at the post office, or greatly missed because they had passed away.","Sie waren wie kranke Freunde, die sich bei der Post trafen oder sehr vermisst wurden, weil sie verstorben waren."
0,She's my best/oldest/closest friend - we've known each other since we were five.,Sie ist meine beste/älteste/engste Freundin - wir kennen uns seit wir fünf Jahre alt.
0,One of the things we were involved in remains in my memory with shocking force.,"Eines der Dinge, an denen wir mit schockierender Kraft in meinem Gedächtnis beteiligt waren."
0,Literature and autobiography are liberally sprinkled with accounts of the indignation and outrage felt when such a promise fails to materialize.,"Literatur und Autobiographie werden großzügig mit Berichten über die Empörung und Empörung bestreut, wenn ein solches Versprechen nicht zutrifft."
0,Shall I zip you up ?,Soll ich dich aufrollen?
0,"It's so stale in here, Mary, please open the window and air this place out.","Hier ist es so abgestanden, Mary, bitte öffne das Fenster und luft diesen Ort aus."
0,"It is better to invoke the saints with devout prayers and tears, and with a humble mind to beg their glorious aid, than to search with vain inquisitiveness into their secrets.","Es ist besser, die Heiligen mit frommen Gebeten und Tränen und mit dem bescheidenen Verstand aufzurufen, um ihre herrliche Hilfe zu bitten, als mit vergeblicher Infriedigung in ihre Geheimnisse zu suchen."
0,Are these real diamonds or paste?,Sind diese echten Diamanten oder Paste?
0,"I was a waitress in a bar and he was one of my customers, and that, to cut a long story short, is how we met.","Ich war Kellnerin in einer Bar und er war einer meiner Kunden, und das trafen wir uns, um eine lange Geschichte zu verkürzen."
0,"Plain copper fittings, massy , old wrapped slurry, not like Qing Jian, wonder in Ming Dynasty?","Einfache Kupferarmaturen, massige, alte, verpackte Gülle, nicht wie Qing Jian, Wunder in der Ming -Dynastie?"
0,My heart goes out to Mrs Adams and her fatherless children.,Mein Herz geht an Frau Adams und ihre vaterlosen Kinder.
0,Her latest set of ear-rings reminded Blanche of kebabs which had been allowed to burn over the charcoal.,"Ihre letzten Ohrringe erinnerten Blanche an Kebabs, die über die Holzkohle verbrennen durften."
1,"Together, they showcase his combustible bop chops and sublime ballad skills, as well as his meteoric rise to prominence.",Zusammen zeigen sie seine brennbaren BOP -Koteletts und erhabenen Balladenfähigkeiten sowie seinen meteorischen Aufstieg zur Bekanntheit.
1,She felt fenced in by domestic routine.,Sie fühlte sich von häuslicher Routine eingezäunt.
1,They are quaking in their boots at the prospect of tomorrow's game.,Sie zittern ihre Stiefel bei der Aussicht auf das Spiel von morgen.
0,"The fresh cheese with cream was all we, or at any rate I, wanted.","Der frische Käse mit Sahne war alles, was wir oder jedenfalls wollte."
0,What the fug is that swill?,Was zum Teufel ist dieser Schwbe?
0,As darkness comes you strap up your basket and drive happily home.,"Wenn Dunkelheit kommt, schnallen Sie Ihren Korb an und fahren Sie glücklich nach Hause."
1,The crone lifts her wrinkled finger and drops it ominously on the Death card.,Der Crone hebt ihren falten Finger und lässt ihn bedrohlich auf die Todeskarte fallen.
1,Sue always manages to upset somebody when we go out - she's a real liability.,"Sue schafft es immer, jemanden zu verärgern, wenn wir ausgehen - sie ist eine echte Haftung."
0,It is a scene that has played many times over the star-crossed career of 29-year-old Michael Gerard Tyson.,"Es ist eine Szene, die viele Male über die Karriere als Star-Karriere des 29-jährigen Michael Gerard Tyson gespielt hat."
1,He's a poor liar; anyone can see through him.,Er ist ein armer Lügner; Jeder kann durch ihn sehen.
0,Warner and Branagh have declared themselves uninterested in the executive hassle of running our large subsidised companies.,"Warner und Branagh haben sich als uninteressiert an der Führungskraft erklärt, unsere großen subventionierten Unternehmen zu leiten."
1,"Behind him a huge mural of Monument Valley, John Ford's favourite location, glows red as hell.","Hinter ihm leuchtet ein riesiges Wandbild von Monument Valley, John Fords Lieblingsort, rot wie die Hölle."
0,He didn't know lions and it wasn't him had tae go inside the cage.,"Er kannte Lions nicht und war es nicht, wenn er in den Käfig gehen sollte."
0,"He's bad-easysting, but he's lazy, drinks too abundance or can't hold a job lot dawn six months.","Er ist schlecht, aber er ist faul, trinkt zu reichlich oder kann sechs Monate lang keinen Job in Anspruch nehmen."
1,His critics even smile in anticipation of a rhetorical question meeting with a devastating reply.,Seine Kritiker lächeln sogar in Erwartung einer rhetorischen Frage mit einer verheerenden Antwort.
0,I would rather have the affectionate regard of my fellow men than I would have heaps and mines of gold,Ich hätte lieber die liebevolle Rücksicht auf meine Mitmenschen als Haufen und Goldminen
0,Does your puppy always chew up your shoes?,Kaut sich Ihr Welpe immer Ihre Schuhe auf?
1,She's always whingeing about how unfair everything is.,"Sie macht immer darüber, wie unfair alles ist."
1,The battle/election was a complete and utter rout.,Die Schlacht/Wahl war ein vollständiger und völliger Rout.
0,The Bathroom has luscious Italian marble and tile appropriate for the glamourous era of the home.,"Das Badezimmer verfügt über einen üppigen italienischen Marmor und Fliesen, die für die glamouröse Ära des Hauses geeignet sind."
1,The sign on the wall seemed to quaver under a film of sliding warm water.,Das Schild an der Wand schien unter einem Film mit warmem Wasser zu zittern.
0,He speaks with a languid drawl.,Er spricht mit einem trägen.
0,Do I look absurd in this hat?,Sehe ich in diesem Hut absurd aus?
1,The paddy field becomes the sea of love and joy.,Das Reisfeld wird zum Meer der Liebe und Freude.
1,What malevolence you must have to wish to convince me that there is no happiness in the world!,"Was für eine Bosheit müssen Sie mich davon überzeugen, dass es kein Glück auf der Welt gibt!"
1,"Well, Holmes, he looks just like the popular caricature of a mad scientist.","Nun, Holmes, er sieht genauso aus wie die beliebte Karikatur eines verrückten Wissenschaftlers."
0,Barbie's maker.,Barbies Hersteller.
0,This New Zealand validation system doesn't give you a chit of paper.,Dieses neuseeländische Validierungssystem gibt Ihnen kein Papierschalter.
1,I give you this ring as a pledge of my everlasting love for you.,Ich gebe dir diesen Ring als Versprechen meiner ewigen Liebe zu dir.
0,They see themselves as latter-day crusading knights.,Sie sehen sich als Kreuzfahrer der Letzten Tage.
0,She shook her head in negation.,Sie schüttelte den Kopf negiert.
0,That remark of yours about Jack got home.,Ihre Bemerkung von Ihnen über Jack kam nach Hause.
0,"No matter be, consider for the spouse, the male is in Bacchic beside had better lean close darlingly still in the sweetheart later, with thick sleep wine of disappear disappear incomplete.","Egal ob der Ehepartner überlegen, der Mann ist in Bacchic und hatte später besser, knapp, Liebling, Liebling, mit dickem Schlafwein von verschwundenem verschwinden unvollständig."
0,Going to a private school had made her a snob.,Das Besuch in eine Privatschule hatte sie zu einem Snob gemacht.
0,In fact fans rose to their feet for his curtain call.,Tatsächlich stiegen die Fans für seinen Vorhanganruf auf.
0,Or they could wade in with a cure.,Oder sie könnten mit einer Heilung eindringen.
0,"For neither circumcision counts anything, nor uncircumcision , but a new creation.","Denn weder die Beschneidung zählt irgendetwas noch unbeschnitten, sondern eine neue Kreation."
1,A whole week in Paris at Easter seemed to her something for which she would willingly have sold her soul.,"Eine ganze Woche in Paris zu Ostern schien ihr etwas, für das sie bereitwillig ihre Seele verkauft hätte."
0,Gods determine what you're going to be.,"Götter bestimmen, was Sie sein werden."
1,"Every meal was a marathon, with never ending platters of braised eggplant, sweet-and-sour fish, lightly oiled greens, and a hundred combinations of beef and chicken with peppers and peanuts.","Jede Mahlzeit war ein Marathon mit nie endenden Platten aus geschmortem Auberginen, süß-saurem Fisch, leicht geölten Grüns und hundert Kombinationen aus Rindfleisch und Hühnchen mit Paprika und Erdnüssen."
0,We grow neither better nor worse as we grow old but more and more like ourselves.,"Wir wachsen weder besser noch schlechter, wenn wir alt werden, aber immer mehr wie uns."
0,He's just aggravated I won't ejaculate in his ass ( Uhh ! ) .,"Er ist nur verschlimmert, ich werde nicht in seinem Arsch ejakulieren (ähm!)."
1,"Your mother's anniversary set him off, and he went on a murder spree, killing everyone.",Das Jubiläum Ihrer Mutter setzte ihn ab und er machte einen Mord -Fach und tötete alle.
0,I wrote this sappy love song.,Ich habe dieses saftige Liebeslied geschrieben.
0,"There she was , grey - suited , sweet - faced , demure, but scowling.","Da war sie grau - geeignet, süß - begegnet, zurückhaltend, aber finster."
0,He sowed all his wild oats before he married.,"Er säte alle seine wilden Hafer, bevor er heiratete."
0,It's probably not as bad as she says she does tend to pile it on.,"Es ist wahrscheinlich nicht so schlimm, wie sie sagt, sie neige dazu, es zu stapeln."
0,They face a mauling by last year's winners.,Sie werden von den Gewinnern des letztjährigen Gewinners verprügelt.
0,"The son should go up nursery school, when check-up, weight in a way slants thin, how compensatory nutrition, can make him haler .","Der Sohn sollte die Kindergärtenschule in die Kindergärten steigen, wenn es untersucht wird, wie es dünn ist, wie kompensatorische Ernährung ihn zum Halm machen kann."
0,The men are hidebound and reactionary.,Die Männer sind versteckt und reaktionär.
1,Nomatterhow he had changed - if indeed he had changed - that man had once been a sadistic brute.,"Nomatter, den er sich verändert hatte - wenn er sich tatsächlich verändert hätte - war dieser Mann einmal ein sadistischer Brute gewesen."
1,Thank you for letting a chubby - cheeked two - year - old run wild among your most precious possessions.,"Vielen Dank, dass Sie einen molligen - wangen zwei Jahre - alt - wild unter Ihren kostbarsten Besitztümern gelassen haben."
0,"There was a strong, smoldering sensuality about her, but that was not her magic.","Es gab eine starke, schwelende Sinnlichkeit an ihr, aber das war nicht ihre Magie."
0,It is an attitude that reeks of strength and self-confidence.,"Es ist eine Haltung, die Stärke und Selbstvertrauen stützt."
0,That's only an old wives' tale.,Das ist nur eine Geschichte der alten Frauen.
1,Latin is a dead language.,Latein ist eine tote Sprache.
1,I gave the money to a thankfully dumb-struck fiddle-player on Sauchiehall Street and walked away feeling like some sort of martyred saint.,"Ich gab das Geld für einen dankenswerter, dummen Geigenspieler in der Sauchiehall Street und ging weg und fühlte mich wie eine Art Märtyrer."
0,My soul is tasty and chewy like bubble gum.,Meine Seele ist lecker und zäh wie Bubble Gum.
0,"The Broadway songstress and the Oscar winner's marriage, however, began unraveling during the honeymoon.",Die Broadway -Songstress und die Ehe des Oscar -Gewinners begannen sich jedoch während der Flitterwochen zu entwirren.
1,She's an incorrigible flirt!,Sie ist ein unverbesserlicher Flirt!
1,The question is: can we do any better - without falling into the trap of feigning omniscience?,Die Frage ist: Können wir es besser machen - ohne in die Falle der vortreiten Omschenwissenschaft zu geraten?
0,They manned the desk of the city clerk and peopled a phantom orchestra.,Sie besetzten den Schreibtisch des Stadtschreibers und bevölkerten ein Phantomorchester.
1,A two - dimensional creature would have only length and width an impossibly flat playing card.,Eine zweidimensionale Kreatur hätte nur Länge und Breite eine unglaublich flache Spielkarte.
0,Heavy oak doors open into an impenetrable warren of bleak rooms painted in regulation Ministry of Works cream.,"Schwere Eichentüren öffnen sich zu einem undurchdringlichen Krieger aus trostlosen Räumen, die im Regulierungsministerium für Arbeitskräfte creme gemalt wurden."
0,"By now, everyone knows that it's unwise to post on Facebook those scantily clad photos of yourself doing tequila shots, because a potential employer might see it and get the wrong (or right) idea.","Inzwischen weiß jeder, dass es unklug ist, diese spärlich gekleideten Fotos von sich selbst auf Facebook zu posten, weil ein potenzieller Arbeitgeber es möglicherweise sehen und die falsche (oder richtige) Idee bekommen."
0,Yet there was nothing mawkish or funereal about the atmosphere at the weekend shows - rather they were a celebration of the individuality that produces imaginative talent.,"Dennoch war die Atmosphäre bei den Wochenendshows nichts Mawkisches oder Förderers an der Atmosphäre - sie waren eher eine Feier der Individualität, die imaginatives Talent hervorbringt."
0,And heart disease took a one-two punch.,Und Herzkrankheiten haben einen Zwei-Zwei-Schlag gewonnen.
0,He then descends to chop suey.,"Dann steigt er ab, um Suey zu hacken."
0,Imagine them standing before you wearing a Halloween party mask.,"Stellen Sie sich vor, sie stehen vor, bevor Sie eine Halloween -Partymaske tragen."
1,This man symbolizes everything wrong with Britain - a deeply untalented buffoon a thoroughly sinister interior.,"Dieser Mann symbolisiert alles, was mit Großbritannien falsch ist - ein zutiefst, ein durch und durch unheimliches Interieur."
0,"Innocent llamas and other wild beast roam the screen, helpless, bleating and afraid.","Unschuldige Lamas und anderes wildes Biest durchstreifen hilflos, blühen und ängstlich auf dem Bildschirm."
0,You can put a T-bone steak in a bowl of Coke and it will be gone in two days.,Sie können ein T-Bone-Steak in eine Schüssel Cola geben und es wird in zwei Tagen verschwunden sein.
1,That sharp bend is a death-trap for motorists.,Diese scharfe Kurve ist eine Todesfalle für Autofahrer.
0,It scared and disgusted her the way every male she met suddenly started ogling the blancmange under her blouse.,"Es hat sie erschreckt und angewidert, wie jeder Mann, den sie traf, plötzlich anfing, die Blancmange unter ihrer Bluse zu schlagen."
0,Nick walked in the boardroom sporting an obnoxious necktie.,Nick betrat den Sitzungssaal mit einer widerlichen Krawatte.
0,It'still refused to face up to the appalling consequences of Philby's being a spy.,"Es hat sich nicht geweigert, sich den entsetzlichen Konsequenzen zu stellen, dass Philbys Spion ist."
1,Cypress is another woodsy smell that will remind you to ground unto the Earth Mother for comfort and peace as well as attune to the pine tree kingdom.,"Cypress ist ein weiterer hölziger Geruch, der Sie daran erinnert, die Erdmutter für Komfort und Frieden zu erden, sowie sich auf das Kiefernreich."
0,How well do you think this washing powder stacks up against your usual brand?,Wie gut ist dieser Waschpulver Ihrer Meinung nach gegen Ihre übliche Marke?
0,"Yes, Mike Tyson, a man who once chewed on human ear, is now vegan.","Ja, Mike Tyson, ein Mann, der einst an menschlichem Ohr gekaut hat, ist jetzt vegan."
1,"Inadvertently, as a shell of treasure lost on the gold tourism belt of Three Gorges, Yichang downtown became a skip zone of a luxury cruise from Chongqing to Shanghai and other high-end customers.","Als eine Schatzhülle, die am Gold-Tourismusgürtel von drei Schluchten verloren ging, wurde Yichang Downtown zu einer Skip-Zone einer Luxuskreuzfahrt von Chongqing nach Shanghai und anderen High-End-Kunden."
1,She was born with a silver spoon in her mouth and everything has been done for her.,Sie wurde mit einem silbernen Löffel im Mund geboren und alles wurde für sie getan.
0,At least she had the gumption to phone me.,"Zumindest hatte sie den Kaugummi, mich anzurufen."
0,Shepard ranges from monumental issues to mundane daily operations.,Shepard reicht von monumentalen Problemen bis hin zu alltäglichen täglichen Operationen.
1,"They paused a while to let a fleet of barges, packed with city dignitaries, sweep by as stately as swans.","Sie hielten eine Weile inne, um eine Flotte von Lastkähne zu lassen, die voller Würdenträger der Stadt sind, die so stattlich wie Schwäne vorbeifassen."
0,"But, as the Bullets demonstrated, a near-healthy Magic is hardly enough to assume dominance over run-of-the-mill opponents.","Aber wie die Kugeln demonstriert haben, reicht eine fast gesunde Magie kaum aus, um die Dominanz über gewöhnliche Gegner zu übernehmen."
0,It was a jest rather than a reproach.,Es war eher ein Scherz als ein Vorwurf.
0,He managed to get his ugly mug on the telly.,"Er schaffte es, seinen hässlichen Becher im Fernsehen zu bekommen."
0,Heyward began savouring the sweetness to come.,"Heyward begann, die Süße zu genießen."
1,They lived in hourly dread of discovery.,Sie lebten in stündlichen Angst vor Entdeckung.
0,"Nine, ten, a big fat hen!","Neun, zehn, eine große dicke Henne!"
1,It was unbelievably dramatic as lightning crackled all round the van.,"Es war unglaublich dramatisch, als Blitz rund um den Van knistete."
0,It's a little chunk of history that they've forgotten to alter.,"Es ist ein kleiner Teil der Geschichte, die sie vergessen haben, sich zu verändern."
1,"The blue baby can turnover Jianghai, magnanimous, is overwhelmed with emotion drunk by the monster mirror floats but actually in the poisonous water jar.","Das blaue Baby kann Jianghai, großmütig, überfordert von Emotionen, die vom Monsterspiegel schwimmt, aber tatsächlich im giftigen Wasserglas."
0,Is there actually a fake - term - paper and stolen - test - provider union?,Gibt es tatsächlich eine gefälschte - Begriff - Papier und gestohlen - Test - Provider Union?
0,Such gustatory exotica as killer bee honey and fresh catnip sauce.,Solche Gustatory Exotica als Killerbienhonig und frische Katzenfischsauce.
0,He just couldn't shake it off.,Er konnte es einfach nicht abschütteln.
0,I pine for the countryside.,Ich kiefere für die Landschaft.
0,He's always got the stereo playing full blast.,Er hat immer die Stereo -Spiele mit voller Explosion.
0,The things he said are simply the ravings of a disturbed mind.,"Die Dinge, die er sagte, sind einfach die Hinweise eines verstörten Geistes."
1,No departing presidential couple in history have ever left the official residence so bowed down with booty.,Kein abgängliches Präsidentenpaar in der Geschichte hat die offizielle Residenz jemals vor der Beute niedergeschlagen.
0,"He turned and lunged at her, stabbing her three times, the last thrust piercing her heart.","Er drehte sich um und stürzte sie an, stach sie dreimal, wobei der letzte Schub ihr Herz durchbohrte."
0,There is a way to look at the past. Don't hide from it. It will not catch you- if you don't repeat it,"Es gibt eine Möglichkeit, die Vergangenheit zu betrachten. Verstecke dich nicht vor dem. Es wird dich nicht fangen- wenn du es nicht wiederholst"
0,"My endearment of, New Year's Day, can you remember today is ours matrimony anniversary?","Meine Vervielfältigung des Neujahrstags, können Sie sich an heute erinnern, ist unser Ehejubiläum?"
1,How dare they believe that they could stand before the flower of Bretonnian chivalry!,"Wie können sie es wagen, sie könnten vor der Blume der bretonnischen Ritterlichkeit stehen!"
1,He seems to think he's God's gift to women.,"Er scheint zu glauben, er sei Gottes Geschenk an Frauen."
0,"If she was sly, she would have just gone to the hospital, got IV shots, and complained about her long working hours, then she would not have been involved in this witch-hunt.","Wenn sie schlau wäre, wäre sie gerade ins Krankenhaus gegangen, habe IV-Schüsse bekommen und sich über ihre langen Arbeitszeiten beschwert, dann wäre sie nicht an dieser Hexenjagd verwickelt gewesen."
0,He had to bone up on his French.,Er musste auf seinem Französisch steigen.
0,"U r so lucky, coz u can choose to love me or not, but myself only have to choose from loving u or loving u more.","Du bist so glücklich, weil du dich entscheiden kannst, mich zu lieben oder nicht, aber ich muss mich nur dafür entscheiden, dich zu lieben oder dich mehr zu lieben."
0,Take no notice/Don't take any notice !,Nehmen Sie sich keine Kenntnis/nehmen Sie keine Kenntnis!
1,You won't want for a friend as long as I draw breath.,"Sie werden nicht für einen Freund wollen, solange ich Atem ziehe."
0,That's exactly the phrase I was looking for.,"Das ist genau der Satz, den ich gesucht habe."
0,The fourth-grader at Aldo Leopold elementary in Green Bay already knew what she was going to do with the note: frame it along with her ticket to the event.,"Die vierte Klässlerin von Aldo Leopold Elementary in Green Bay wusste bereits, was sie mit der Notiz machen würde: Rahmen Sie es zusammen mit ihrem Ticket für die Veranstaltung ein."
0,We had to rethink the issues and create new touchstones....,Wir mussten die Probleme überdenken und neue Prüfsteine ​​erstellen ....
1,The Bozart Kaleidoscope Dollhouse designed by PMW Architects in 2001 was perhaps the coolest doll house ever.,Das von PMW Architects im Jahr 2001 entworfene Bozart Kaleidoscope Dollhouse war vielleicht das coolste Puppenhaus aller Zeiten.
0,Clean clothes and good manners prepossessing.,Saubere Kleidung und gute Manieren prepossens.
0,It would be like slapping the girl in the face with a glove and challenging her to a duel.,"Es wäre, als würde man das Mädchen mit einem Handschuh ins Gesicht schlagen und sie zu einem Duell herausfordern."
0,You can't keep up the pretense any longer.,Sie können den Vorwand nicht länger aufrechterhalten.
0,I have a feeling he'll come.,"Ich habe das Gefühl, dass er kommen wird."
1,It also is jeopardizing the transformation of this ramshackle beach hangout into a sparkling upscale resort.,"Es gefährdet auch die Transformation dieses baufälligen Strandes in ein funkelnes, gehobenes Resort."
0,You'll never mend your car like that let me have a stab at it.,"Sie werden Ihr Auto niemals so reparieren lassen, lassen Sie mich einen Stich darüber haben."
0,Feeling he hasn't done things he ought to have done - hasn't fulfilled his promise.,"Das Gefühl, er hätte keine Dinge getan, die er hätte tun sollen - hat sein Versprechen nicht erfüllt."
0,"Right beside his appeal was another flier with the same request, word-for-word identical in every way, right down to the typeface.","Direkt neben seiner Anziehungskraft war ein weiterer Flieger mit der gleichen Anfrage, in jeder Hinsicht mit dem Wort für Wort identisch, bis hin zu der Schrift."
1,"Story takes place in a remote town in the United States, where people madding crowd and live a quiet life, but the catastrophe has come in overnight, to their head.","Die Geschichte findet in einer abgelegenen Stadt in den Vereinigten Staaten statt, in der Menschen die Menschenmenge verärgern und ein ruhiges Leben führen, aber die Katastrophe ist über Nacht in den Kopf gekommen."
0,"This suspenseful, claustrophobic nightmare tells the tragic story of Kat, a victim of repeated sexual assault.","Dieser spannende, klaustrophobische Albtraum erzählt die tragische Geschichte von Kat, einem Opfer von wiederholten sexuellen Übergriffen."
1,Knocked 1968 into a cocked hat.,1968 in einen gespannten Hut geschlagen.
1,Rachel daintily arched one eyebrow as if I had mentioned inviting her servants to some feast or revelry.,"Rachel wölbte eine Augenbraue, als hätte ich erwähnt, dass ich ihre Diener zu einem Fest oder einer Feierlichkeit einlud."
0,The woman keeps shifting her gaze from Cote to stare at the pads with a kind of fascinated horror.,"Die Frau verändert ihren Blick immer wieder vom Cote, um die Pads mit einer Art faszinierter Horror zu starren."
0,Trevor's bedtime.,Trevors Schlafenszeit.
0,Fulla can now dress her perfect albeit slightly less busty(17) figure with tight t-shirts and jeans and wear the same colourful head scarves donned by most young Egyptian women today.,"Fulla kann jetzt ihre perfekte, wenn auch etwas weniger vollbusige (17) Figur mit engen T-Shirts und Jeans kleiden und die gleichen bunten Kopfschals tragen, die heute von den meisten jungen ägyptischen Frauen angezogen werden."
0,How does Mr Chre tien reconcile his role as accomplice to President Bush's short-sighted and irresponsible energy agenda?,Wie kann Herr Chre Tien seine Rolle als Komplizen für die kurzsichtige und verantwortungslose Energieagenda von Präsident Bush in Einklang bringen?
0,"I remember vividly the little grey-haired lady with the large handbag who came to my high school to talk about ""the first time"", true love, the effects of alcohol and how to use a condom.","Ich erinnere mich lebhaft an die kleine, grauhaarige Dame mit der großen Handtasche, die zu meiner High School kam, um über ""das erste Mal"", die wahre Liebe, die Auswirkungen von Alkohol und wie man ein Kondom benutzt."
0,"The set is chaotic, with Cheung making few friends, although she does attract the attentions of lesbian costume designer Zoe (Nathalie Richard).","Das Set ist chaotisch, und Cheung macht nur wenige Freunde, obwohl sie die Aufmerksamkeit der lesbischen Kostümdesignerin Zoe (Nathalie Richard) anzieht."
0,We've been struggling for years and it's a real kick in the teeth to see a new band make it ahead of us.,"Wir haben seit Jahren zu kämpfen und es ist ein echter Kick in den Zähnen, eine neue Band vor uns zu sehen."
1,His was a lifetime spent on the borderline between chutzpah and hubris.,Sein Leben war ein Leben lang an der Grenze zwischen Chuzpah und Hybris.
0,And once they're they expect absolution.,Und wenn sie einmal Absolution erwarten.
1,He was totally without imagination.,Er war völlig ohne Vorstellungskraft.
0,He's my senior by three years.,Er ist drei Jahre lang mein Senior.
0,But here's the fine print : That ticket to the ISS comes with a stopover.,Aber hier ist das Kleingedruckte: Das Ticket für die ISS wird mit einem Zwischenstopp geliefert.
0,Male pride forced him to suffer in silence.,"Der männliche Stolz zwang ihn, schweigend zu leiden."
0,"Biased rubbish, distortions, Tory propaganda, consumer pap, trivia, silly stories - they hadn't changed.","Voreingenommener Müll, Verzerrungen, Tory -Propaganda, Verbraucher -PAP, Trivia, dumme Geschichten - sie hatten sich nicht verändert."
0,Do I look like some mad old woman in this hat?,Sehe ich in diesem Hut wie eine verrückte alte Frau aus?
0,No such thing as a dumb blonde?,NICHT eine dumme Blondine?
1,"Langford received the gaze of his wide-set, sightless brown eyes, from which all glint of humor was gone.","Langford erhielt den Blick seiner weitläufigen, siehlosen braunen Augen, aus denen der gesamte Humor-Glanz verschwunden war."
1,"The ""Field of Chiefs"" and its Standing Stone, where the clans can come to speak of peaceful alliances, fearless of treachery, is a living piece of history.","Das ""Feld der Häuptlinge"" und sein stehender Stein, in dem die Clans von friedlichen Allianzen sprechen können, die furchtbar vor Verrat, ist ein lebendiges Stück Geschichte."
0,"Sparkling and flashing, the monster storm receded into the prairie night, serenaded by the yip-yip-yip of coyotes.","Der Monstersturm funkelte und blitzte in die Prärie-Nacht, serenadiert durch den Yip-Yip-Yip von Coyotes."
1,What reserves of strength and intellect she must have to remember details like that!,Welche Reserven der Stärke und des Intellekts müssen sie sich an solche Details erinnern!
1,"As if the Italian has been bewitched, the flesh and blood became a glasswork , and the glass body was filled with the jacinth XO whiskey.","Als ob der Italiener verzaubert wäre, wurde das Fleisch und Blut zu einer Glasarbeit, und der Glaskörper war mit dem Jacinth XO -Whisky gefüllt."
0,Which brings us to another benefit of a Gumbel / Sawyer hire.,Das bringt uns zu einem weiteren Vorteil eines Gumbel / Sawyer -Einsatzes.
0,Bung your coat anywhere.,Stecke deinen Mantel überall.
0,I can't be expected to read this scrawl!,"Ich kann nicht erwarten, dass ich diese Kritzelei lesen kann!"
0,Bagshaw thought - will my bosses blame me for letting this man go at what is approaching a crucial time?,"Bagshaw dachte - werden meine Chefs mir die Schuld geben, dass dieser Mann zu einem entscheidenden Zeitpunkt geht?"
0,But today's beach games aren't quite the volleyball and handball that once kept a generation fit.,"Aber die heutigen Strandspiele sind nicht ganz der Volleyball und Handball, der einst eine Generation fit hielt."
1,They looked at me as if I had taken leave of my senses.,"Sie sahen mich an, als hätte ich meine Sinne verabschiedet."
0,A person with his ambition won't stay long in a potty little firm like this.,Eine Person mit seinem Ehrgeiz bleibt nicht lange in einem solchen Töpfchen.
0,Blackball me from eating yogurt on the met steps? You have nothing I need.,"Blackball mich vom Essen von Joghurt auf den Met -Stufen? Sie haben nichts, was ich brauche."
1,She had perky tits and the best ass.,Sie hatte freche Titten und den besten Arsch.
1,Nothing was divine any more; everything was profane.,Nichts war mehr göttlich; Alles war profan.
0,An itinerary of a designer at garden city.,Eine Reiseroute eines Designers in Garden City.
0,When he said he wanted to go to the zoo on his birthday it was no sooner said than done.,"Als er sagte, er wolle an seinem Geburtstag in den Zoo gehen, war es nicht früher gesagt als getan."
