speaker,sentence,imageability,unexpectedness_avg_glove,unexpectedness_min_glove,unexpectedness_avg_word2vec,unexpectedness_min_word2vec,polarity_senti_ws,polarity_text_blob,subjectivity_huggingface,vader_positive,vader_neutral,vader_negative,vader_compound,res_rf
Mag. Gerald Loacker,Herr Präsident!,2.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.8828461170196533,0.0,1.0,0.0,0.0,0
Mag. Gerald Loacker,Sehr geehrte Damen und Herren!,0.6436,0.2313458732183547,0.0337852302020808,0.2993685709533927,0.1489228462492661,0.0,0.0,0.8779545426368713,0.0,1.0,0.0,0.0,0
Mag. Gerald Loacker,"Ich kann die Initiatoren des Volksbegehrens ein Stück weit verstehen, wenn sie das Rauchverbot in der Verfassung haben wollen, weil man in Österreich nie weiß: Hier sitzen ÖVP-Abgeordnete, die das Rauchverbot eingeführt haben.",2.5083939393939394,0.3693619451055658,-0.0340346718478032,0.2614308613007748,-0.0997217838052501,0.0,0.0,0.9157643914222716,0.045,0.955,0.0,0.128,0
Mag. Gerald Loacker,"Dieselben Personen haben das Rauchverbot mit einem Beschluss hier wieder abgeschafft, und dieselben Personen haben es wiedereingeführt.",2.358294117647059,0.4087890628765162,0.001555354528085,0.2721165499790882,0.0460075337652887,0.0,0.0,0.0227196812629699,0.0,0.904,0.096,-0.1779,0
Mag. Gerald Loacker,"Dass es dann Bürger gibt, die sagen: Ich weiß nicht, was denen als Nächstes einfällt, vielleicht schaffen sie es wieder ab!, kann ich nachvollziehen.Wenn Kollege Saxinger hier heraußen steht und Dinge sagt, die ich teile, nämlich dass meine Freiheit dort aufhört, wo die des anderen beginnt, muss ich ihm aber sagen: Das konnte man in der ÖVP vor drei Jahren noch nicht sagen, ohne dass man die Funktion des Gesundheitssprechers verloren hat.",1.5876666666666666,0.4639457164856535,-0.1616229885536534,0.2734588538565939,-0.0997217838052501,-0.0023097222222222,-0.7,0.901659369468689,0.102,0.845,0.053,0.5983,0
Mag. Gerald Loacker,"Sie können bei Kollegen Smolle nachfragen, wie das genau gegangen ist.",2.218454545454545,0.3224942185356385,-0.1076268767049474,0.2625354275704601,0.0699928378476812,0.0,0.0,0.0401468276977539,0.18,0.82,0.0,0.296,0
Mag. Gerald Loacker,"Ja, aber er wäre es geworden, hat vor seinem Einzug in den Nationalrat aber gesagt, er sei für das Rauchverbot, und dann wurde es Gaby Schwarz.",2.326423076923077,0.4965611661104204,0.0069879020707261,0.2916989170861831,0.0300976300395428,0.0,0.7,0.1771401762962341,0.0,1.0,0.0,0.0,0
Mag. Gerald Loacker,"So aber hat er Gaby eine Karrieremöglichkeit eröffnet.Zur FPÖ, die ja immer behauptet, das Rauchverbot mache die Gastronomie kaputt: Ich glaube, wenn man heute einen Gastwirt fragt, was seine Probleme sind, ist es nicht das Rauchverbot, sondern es sind Sperrstunden um 22 Uhr, ausgesprochen durch irgendwelche wildgewordenen ÖVP-Landeshauptleute, die glauben, dass die Leute nach Hause ins Wohnzimmer gehören, und es sind Sperrstunden um 17 Uhr, ausgesprochen durch Landeshauptleute, die in ihrer Hilflosigkeit gar nicht mehr zu übertreffen sind.Wenn man also die Gastronomie kaputtmachen will, macht man das, was jetzt Haslauer, Platter und Wallner aufführen.",2.007819148936171,0.3547156654247145,-0.3164128316907389,0.3097286404545345,-0.0997217838052501,-0.0041117021276595,0.0,0.9269592761993408,0.085,0.825,0.09,0.129,1
Mag. Gerald Loacker,"Man muss sich vorstellen: In Vorarlberg fahren Shuttlebusse mit jungen Menschen zum Weggehen in die Schweiz, weil man in Vorarlberg um 22 Uhr die Rollläden herunterlässt.",1.8768461538461536,0.3225408386694622,-0.1321722373860465,0.2575352563497051,-0.0143803251931396,0.0,0.0,0.3143141269683838,0.0,1.0,0.0,0.0,0
Mag. Gerald Loacker,"Das heißt natürlich für den Kellner, dass er spätestens um halb zehn sagen muss: Bitte letzte Runde und dann schnell austrinken, weil ich noch abkassieren und euch dann rausschmeißen muss!",2.3721,0.3517665287358539,-0.2484218522452385,0.2971670251706066,-0.0244678314256972,0.0,0.2333333333333333,0.8677149415016174,0.094,0.906,0.0,0.4574,0
Mag. Gerald Loacker,"Also das, was die Gastronomie kaputtmacht, ist sicher nicht das Rauchverbot, das, was die Gastronomie kaputtmacht, sind die überzogenen Maßnahmen, die von den Landesregierungen und der Bundesregierung in diesen Tagen gesetzt werden.",2.05646875,0.4349382980095431,-0.0141279435196188,0.2777139145435279,0.0290108006646394,0.0,0.7,0.9136930108070374,0.075,0.925,0.0,0.3612,1
Karl Mahrer,Herr Präsident!,2.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.8828461170196533,0.0,1.0,0.0,0.0,0
Karl Mahrer,Hohes Haus!,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.9131178259849548,0.722,0.278,0.0,0.3802,0
Karl Mahrer,Sehr geehrte Kolleginnen und Kollegen!,1.826,0.1957134812898447,0.0337852302020808,0.4251851184946218,0.2551621585195185,0.0,0.0,0.8355616927146912,0.0,1.0,0.0,0.0,0
Karl Mahrer,Sehr geehrte Zuseherinnen und Zuseher!,0.6436,0.2543695151679069,0.0337852302020808,0.3460185040643513,0.2551621585195185,0.0,0.0,0.8866715431213379,0.0,1.0,0.0,0.0,0
Karl Mahrer,"Es ist erst wenige Tage her, dass wir das 100-jährige Bestehen unserer Bundesverfassung gefeiert haben  und heute erleben wir, dass diese Verfassung nicht nur ein wichtiges historisches Papier ist, sondern durch eine Initiative, die außerhalb des Parlaments begonnen hat, auch lebendige Diskussion und Bürgerpartizipation in unser Hohes Haus bringt.Artikel 41 Abs. 2 des Bundes-Verfassungsgesetzes und das Volksbegehrengesetz machen es möglich, das Thema Asyl in Europa aufgrund des entsprechenden Volksbegehrens hier im Parlament zu debattieren.",1.97168,0.4021107211613434,-0.0615029823670825,0.2384822881764151,-0.0643504839812169,0.013052,0.4666666666666666,0.7340170741081238,0.17,0.802,0.027,0.8671,0
Karl Mahrer,"Die vorliegende Initiative war die erste ihrer Art und damit das erste Volksbegehren, das nach Inkrafttreten des Volksbegehrengesetzes 2018 als Volksbegehren registriert wurde.Den Initiatoren geht es offenbar um eine solidarische und gerechtere finanzielle Verteilung der Aufwendungen für Asyl innerhalb Europas, ich würde sagen: eine Art Asylfinanzausgleich.",2.211869565217391,0.345177740316364,-0.1343643265071099,0.2768341121725863,-0.0573601249388754,0.0001739130434782,0.0,0.7206559777259827,0.095,0.905,0.0,0.5574,0
Karl Mahrer,"Über 135 000 Eintragungen, meine Damen und Herren, geben einen Hinweis darauf, dass dieses Thema Bedeutung hat, und die Eintragungen untermauern auch, dass das Thema Menschen in unserem Land bewegt und sie an der Diskussion über Lösungen aktiv teilnehmen wollen.Auch wenn ich heute in dieser ersten Lesung dem parlamentarischen Prozess natürlich nicht vorgreifen möchte, möchte ich als Sicherheitssprecher der neuen Volkspartei doch die Gelegenheit nützen, einige Grundsätze zum Thema Asyl und Migration aus meiner Sicht in Erinnerung zu rufen.Meine Damen und Herren!",2.0164634146341465,0.3617280285520859,-0.262366468319462,0.2538818590932734,-0.0997217838052501,0.0043048780487804,0.5875,0.8430132269859314,0.139,0.812,0.049,0.8099,0
Karl Mahrer,Österreich hat bereits in den vergangenen Jahren einen ganz wesentlichen Beitrag geleistet.,2.445,0.4835346483746319,0.2346796072322532,0.2603042404582412,0.0574076331264144,0.0,0.0,0.7363604307174683,0.0,1.0,0.0,0.0,0
Karl Mahrer,"Etwa 200 000 Asylanträge sind seit 2015 gestellt worden, 120 000 Asylanträge sind für die Betroffenen positiv beschieden worden, und nach einem rechtsstaatlichen Verfahren wurde den 120 000 Menschen in Österreich Schutz gewährt  unter anderem rund 55 000 Minderjährigen und 25 000 Frauen.",1.5066818181818185,0.3631356445916539,-0.0152931035979031,0.2266053176068558,-0.0207533246280178,0.0,1.0,0.0212550163269042,0.103,0.897,0.0,0.5719,0
Karl Mahrer,Gerade im Lichte dieser Tatsache sage ich: Schutzgewährung allein kann nicht die Gesamtlösung sein.,2.396428571428572,0.2760610760142857,-0.3507471631642024,0.2990494779979292,0.0063825898597984,0.0,-0.7,0.9259437918663024,0.0,1.0,0.0,0.0,0
Karl Mahrer,"Es geht vielmehr darum, ein umfassendes, ein europäisches, ein nachhaltig wirkendes Konzept zu entwickeln und auch umzusetzen.",2.0354117647058825,0.4410822775433445,0.0425338335420028,0.3238448698491881,0.0764052551905448,0.0,0.0,0.7924743294715881,0.257,0.743,0.0,0.6369,0
Karl Mahrer,"Sehr geehrte Damen und Herren, es braucht neue Ansätze für ein krisensicheres System, das den Herausforderungen der globalen Migration auch künftig gerecht wird.",2.033565217391305,0.3311990489178659,-0.0866284377515343,0.2655973056118831,0.076389871681335,-3.478260869565215e-05,0.0,0.8747186660766602,0.275,0.725,0.0,0.765,0
Karl Mahrer,"Ich darf nur die wesentlichsten Punkte, die mir am Herzen liegen, noch einmal in Erinnerung rufen: die Unterscheidung zwischen Asyl und Arbeitsmigration, die Bekämpfung der Schlepperkriminalität, den Schutz der europäischen Außengrenzen und, ganz wesentlich, das Verhindern des Sterbens von Menschen, die auf dem Weg durch Kontinente oder über das Meer sind, wirksame Hilfe vor Ort, aber auch wirksame Hilfe und Entwicklungsarbeit in den Herkunftsländern  und, das möchte ich nicht unerwähnt lassen, für die Menschen, die nach einem rechtsstaatlichen Verfahren in Österreich leben dürfen: Integration ehrlich fördern, aber auch ehrlich einfordern.Die Europäische Kommission, meine sehr geehrten Damen und Herren, hat am 23. September einen Vorschlag für eine europäische Migrationsstrategie vorgelegt.",2.4520999999999997,0.3711228746713884,-0.1172593815926608,0.2507186402546048,-0.0997217838052501,0.0027190909090909,0.425,0.8332950472831726,0.194,0.772,0.034,0.9559,0
Karl Mahrer,"Einige dieser Vorschläge sehen wir durchaus positiv, wie zum Beispiel Außengrenzschutz, Rückführungen, aber auch die Kooperation mit Drittstaaten.",1.7266111111111109,0.4925891826484338,0.1654537534827195,0.2844200207315485,0.0292681691224365,0.0,1.0,0.877223789691925,0.279,0.721,0.0,0.7351,0
Karl Mahrer,"Bei einigen Punkten gibt es aus unserer Sicht aber Verbesserungs- und Änderungsbedarf, und gerade weil Österreich an der Spitze der Schutz gewährenden Länder steht, sind wir überzeugt, dass die Verteilung von Migranten nicht die Lösung sein kann.Ich habe große Hoffnung, dass es am Ende des Tages gelingt, eine gesamteuropäische Lösung, die unsere Haltung widerspiegelt, im Sinne aller Betroffenen zu erreichen.",1.901333333333333,0.4128664023978306,-0.1904109864853788,0.2455834841863033,-0.059796576113401,0.0062233333333333,0.9,0.8717822432518005,0.244,0.654,0.102,0.8719,0
Karl Mahrer,"Die gesamte Thematik, meine sehr geehrten Damen und Herren, ist aber im Zusammenhang mit dieser aktuellen europäischen Diskussion zu beurteilen.",1.48875,0.3880343908064733,0.014445903759286,0.2529262466716091,0.0093779928909491,0.0002,0.0,0.8929147124290466,0.082,0.918,0.0,0.1779,0
Karl Mahrer,"Wir müssen auch daran denken, dass es nicht nur eine Frage der generellen Beurteilung der Asyl- und Migrationsstrategie und damit federführend des Innenministeriums ist, sondern dieses Thema betrifft ganz wesentlich den Finanzminister, den Außenminister, aber auch die Bundesministerin für EU und Verfassung im Bundeskanzleramt.Meine sehr geehrten Damen und Herren!",1.7656734693877556,0.4404045057690813,-0.0398397311987863,0.2799448335754653,-0.0268803619765033,0.0,0.0,0.779873788356781,0.0,1.0,0.0,0.0,0
Karl Mahrer,"Ich freue mich nach der Zuweisung an den entsprechenden Ausschuss auf die inhaltliche Diskussion mit allen Beteiligten, mit den Initiatoren und mit Ihnen, den Abgeordneten des Hohen Hauses.",2.28075,0.3422791598228976,-0.0373220772712892,0.2595702016405276,-0.0252309030945293,0.0079928571428571,0.0,0.7851179838180542,0.247,0.753,0.0,0.802,0
Karl Mahrer,"Ich glaube, wir können einen Beitrag zur gelebten Verfassung und zur gelebten parlamentarischen Demokratie leisten.",1.348266666666667,0.3237962395609738,0.0138428998046941,0.2877242719352669,-0.0244678314256972,0.0,0.0,0.8945479393005371,0.191,0.809,0.0,0.5106,0
Karl Mahrer,Vielen herzlichen Dank.,0.0,0.0834432439301562,0.0834432439301562,0.4065205753314501,0.4065205753314501,0.0013333333333333,1.0,0.9092305302619934,0.649,0.351,0.0,0.5719,0
Ing. Reinhold Einwallner,Herr Präsident!,2.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.8828461170196533,0.0,1.0,0.0,0.0,0
Ing. Reinhold Einwallner,Geschätzte Kolleginnen und Kollegen!,1.478,0.1128143368309673,0.0034775190105089,0.3394542941736038,0.3394542941736038,0.001,1.0,0.8918207883834839,0.332,0.668,0.0,0.126,0
Ing. Reinhold Einwallner,"Ja, ich sage den Initiatorinnen und Initiatoren des Volksbegehrens Asyl europagerecht umsetzen auch einmal herzlichen Dank  ein Dank im Übrigen allen Initiatorinnen und Initiatoren der Volksbegehren, die wir heute Nachmittag behandeln.Nur eine Anmerkung am Rande: Ich finde es ein bisschen schade: Da unterschreiben mehrere Hunderttausend Menschen in Österreich ein Volksbegehren  und ich glaube, es wäre auch ein Zeichen der Wertschätzung gewesen, wenn zumindest ein Regierungsmitglied der Diskussion hier gefolgt und auch bei der ersten Lesung dabei gewesen wäre.",2.4698375,0.3284430988559769,-0.1749648807902755,0.2800574193811128,-0.0997217838052501,5e-05,0.0,0.8902604579925537,0.117,0.863,0.02,0.8516,0
Ing. Reinhold Einwallner,"Das Volksbegehren Asyl europagerecht umsetzen haben 135 000 Bürgerinnen und Bürger unterzeichnet und somit unterstützt  und ja, es behandelt ein Thema, das wohl eine der ganz großen Herausforderungen für die europäische Politik ist, ähnlich wie auch das globale Thema der Klimaerwärmung.",2.5885238095238097,0.3971450614700011,0.0128509703090307,0.2859039421580959,0.0001032541638405,0.0087761904761904,0.7,0.6296520829200745,0.146,0.854,0.0,0.6705,0
Ing. Reinhold Einwallner,"Ich stimme zu, es wird bei diesem Thema eine europäische Lösung brauchen, und da braucht es eben mehr Europa und nicht weniger Europa.",1.8848260869565217,0.4581513575783419,0.1744509460272817,0.2580359734206775,-0.057897760888495,0.0,0.0,0.8834915161132812,0.13,0.87,0.0,0.5106,0
Ing. Reinhold Einwallner,"Darum stört und kränkt es mich auch so, dass die Haltung unserer Bundesregierung in dieser Frage so kontraproduktiv ist.",1.667684210526316,0.3385823439679944,-0.1880020426477501,0.2979953373653445,-0.0459540858388751,-0.017778947368421,0.0,0.9390103816986084,0.0,0.678,0.322,-0.7644,1
Ing. Reinhold Einwallner,Wir brauchen da gesamteuropäische Lösungen und nicht das Zurückziehen auf nationale Positionen.,2.05025,0.3495426071707106,0.1119541921099904,0.2109350954787282,-0.0096675994300653,0.0003333333333333,0.0,0.8758223652839661,0.231,0.769,0.0,0.5106,0
Ing. Reinhold Einwallner,Meine Damen und Herren!,1.01625,0.2573982639633493,0.243348868944665,0.1622019400263884,0.0921964346725794,0.0,0.0,0.9144914150238036,0.0,1.0,0.0,0.0,0
Ing. Reinhold Einwallner,"Ich stimme den Initiatoren zu, dass wir darüber nachdenken müssen, wie wir eine faire Verteilung der Asylwerberinnen und Asylwerber in Europa erzielen, aber es braucht ein Bündel von Maßnahmen und nicht eine einzelne.",2.0764242424242423,0.3522023658827654,-0.0621305315684897,0.253634190223418,-0.0997217838052501,0.0099424242424242,0.0,0.8545414805412292,0.151,0.849,0.0,0.6705,0
Ing. Reinhold Einwallner,"Ich glaube, ein Grundstein sollte sein, dass wir uns in Europa auf ein einheitliches Asylsystem und auf ein einheitliches Asylverfahren einigen.",2.148,0.3139794881503679,-0.1634779854472372,0.2818962257401792,-0.0997217838052501,0.0003809523809523,0.0,0.9047062993049622,0.316,0.684,0.0,0.8074,0
Ing. Reinhold Einwallner,Das wäre einmal ein ganz wichtiger Schritt.,2.677,0.4819312877160583,0.2963744437583357,0.2671239199298226,0.0290510592609316,0.0545999999999999,0.7,0.9136370420455932,0.31,0.69,0.0,0.4019,0
Ing. Reinhold Einwallner,"Wir brauchen rasche und rechtssichere Asylverfahren, und die Kontrolle der Außengrenzen gehört natürlich auch dazu, und ja, es braucht faire Quoten und es braucht eine Verteilung in Europa, und wir brauchen einen Mechanismus, wie wir das regeln werden.Ich bin mir nicht sicher, ob Geld immer das Einzige ist, was zielführend sein kann.",2.048326923076923,0.361952014864531,-0.2413573882328219,0.2905624592181976,-0.0558863684900797,0.0063096153846153,0.175,0.833449125289917,0.054,0.907,0.038,0.224,0
Ing. Reinhold Einwallner,"Ich glaube, es darf auf keinen Fall so sein, dass man Geldstrafen ausspricht, weil dadurch wieder die negative Seite betont wird.",1.7086190476190477,0.4501527502852946,-0.0175665928249685,0.3077625539835076,0.0340701180847896,-0.0392761904761904,0.0,0.905508279800415,0.122,0.667,0.211,-0.34,0
Ing. Reinhold Einwallner,"Wenn, dann muss es positive Anreize geben  eine Koppelung an einen europäischen Strukturfonds wäre zum Beispiel eine positive Möglichkeit, da einen Anreiz zu schaffen und jene Regionen in Europa zu unterstützen, die stärker von den Asylwerberinnen und Asylwerbern betroffen sind.",2.1518536585365853,0.3500675978923495,-0.1723726835537357,0.2868248783203572,-0.0143803251931396,0.0002926829268292,0.9,0.8550418019294739,0.325,0.675,0.0,0.9371,0
Ing. Reinhold Einwallner,"Ich freue mich, ähnlich wie Kollege Mahrer, auf eine Diskussion im Innenausschuss nach der Zuweisung.",2.579933333333334,0.2931681610856165,-0.0322056602163793,0.231196299894483,-0.0023245025868939,0.0146533333333333,0.0,0.8820108771324158,0.195,0.805,0.0,0.5267,0
Ing. Reinhold Einwallner,"Ich glaube, auch der Austausch mit den Initiatorinnen und Initiatoren ist ganz wichtig.",1.837153846153846,0.3303200783218527,-0.1320996949165626,0.2792407945847266,-0.0244678314256972,0.0,0.7,0.8705146908760071,0.353,0.647,0.0,0.7184,0
Ing. Reinhold Einwallner,Es ist aber kein reines Sicherheitsthema.,0.5823333333333334,0.5052145851563536,0.2556900629166823,0.3483443507724136,0.2193144921993973,0.0006666666666666,-0.5,0.8088811039924622,0.359,0.641,0.0,0.4215,0
Ing. Reinhold Einwallner,"Wenn ein Thema dem Innenministerium, dem Innenausschuss zugeordnet ist, dann bekommt es sofort den Stempel Sicherheit.",2.860875,0.364774478675461,-0.0873505204683332,0.2799660592819141,0.0301070973902531,0.0,0.0,0.0876409411430358,0.18,0.82,0.0,0.5106,0
Ing. Reinhold Einwallner,"Ich glaube allerdings, dass Asyl kein Sicherheits- oder Unsicherheitsthema ist  es ist ein Menschenrechtsthema und ein europäisches Thema.",1.6142631578947368,0.4293717170157212,0.0423553552540527,0.2587927511928979,-0.0244678314256972,0.0,0.0,0.897085428237915,0.163,0.837,0.0,0.5106,0
Ing. Reinhold Einwallner,"Darum brauchen wir nicht nur die Anwesenheit des Innenministers, sondern zumindest auch die der für Europa zuständigen Ministerin ist ganz, ganz wichtig, um eine breite Diskussion zu ermöglichen und dementsprechend den Initiatoren und vor allem den Unterzeichnern die notwendige Wertschätzung entgegenzubringen.",2.312414634146342,0.4007980443261817,-0.0399427192915754,0.2825415014629124,-0.0268803619765033,0.0,0.7,0.8270688056945801,0.177,0.823,0.0,0.802,0
Ing. Reinhold Einwallner,Danke schön.,2.3135,0.0,0.0,0.0,0.0,0.0955,1.0,0.9243486523628236,1.0,0.0,0.0,0.7351,1
"Mag. Hannes Amesbauer, BA",Sehr geehrter Herr Präsident!,2.19475,0.2989378447659866,0.2288433637394359,0.2959869691426487,0.1226813489439044,0.0,0.0,0.783635139465332,0.0,1.0,0.0,0.0,0
"Mag. Hannes Amesbauer, BA",Sehr geehrte Damen und Herren!,0.6436,0.2313458732183547,0.0337852302020808,0.2993685709533927,0.1489228462492661,0.0,0.0,0.8779545426368713,0.0,1.0,0.0,0.0,0
"Mag. Hannes Amesbauer, BA","Volksbegehren sind eine wichtige direktdemokratische Einrichtung, und jedes Volksbegehren, das die Hürde erreicht, verdient auch eine ordentliche parlamentarische Behandlung.",2.0694210526315797,0.355793469682814,-0.0068270467729795,0.2747723208460935,0.0457597288878282,0.0257052631578947,0.9,0.8466885089874268,0.409,0.591,0.0,0.8555,0
"Mag. Hannes Amesbauer, BA",Das vorliegende Volksbegehren Asyl europagerecht umsetzen hat 135 000 Unterschriften erhalten.,1.9157272727272727,0.1977226164642197,0.0437960860700085,0.4236262245171839,0.158698116641392,0.0,0.0,0.0224630832672119,0.145,0.855,0.0,0.1779,0
"Mag. Hannes Amesbauer, BA","Es geht im Wesentlichen darum, dass jene Asylkosten, die über Österreichs gerechten EU-Anteil, was immer das sein soll, hinausgehen, von den laufenden EU-Beitragszahlungen zweckgebunden abgezogen werden sollen, bis ein EU-weites solidarisches Asylwesen samt Asylfinanzausgleich und ein funktionierendes Management der EU-Außengrenzen eingerichtet sind.",1.817214285714286,0.3283431981735898,-0.2382539744271667,0.2934947423604423,-0.0103817013233826,0.0050047619047619,0.0,0.6435570120811462,0.159,0.841,0.0,0.749,0
"Mag. Hannes Amesbauer, BA","Das Management der EU-Außengrenzen, sofern damit ein Außengrenzschutz gemeint ist, findet selbstverständlich unsere Zustimmung.",1.5351428571428571,0.3805788318702875,0.1128010552500853,0.2395831189875065,0.0056341641849264,0.0,0.0,0.7612344026565552,0.182,0.818,0.0,0.4404,0
"Mag. Hannes Amesbauer, BA",Es steckt aber schon ein bisschen der Teufel im Detail.,2.9716,0.4195938131363679,0.1140428884764047,0.3011742735641365,0.1194516712525728,0.0,0.0,0.9401882886886596,0.0,1.0,0.0,0.0,0
"Mag. Hannes Amesbauer, BA","Es wird in der Begründung behauptet, dass es eine mangelnde Solidarität einiger EU-Staaten bei der Flüchtlingsaufnahme im Asylbereich gibt.",2.471631578947368,0.3586588949344002,-0.3714655086268943,0.2549182366218625,0.0264232040161867,0.0,0.0,0.022902488708496,0.143,0.857,0.0,0.4588,0
"Mag. Hannes Amesbauer, BA","Das ist für mich schon ein Signal, bei dem die Alarmglocken läuten, weil wir als Freiheitliche Partei sicher kein EU-weites solidarisches System wollen, denn Solidarität heißt in diesem Zusammenhang immer Quoten, Zwangsverteilung, Zwangszuteilung, und das wollen wir sicher nicht.Auch dieser Asylfinanzausgleich kann zu unserem Nachteil sein, denn da könnten dann Strafzahlungen drohen, wenn wir irgendwelche Quoten, sollte es diese dann auch geben, nicht einhalten.Meine Damen und Herren, wir wollen Migrationsströme nicht besser verwalten und verteilen, sondern unterbinden.",1.3820909090909093,0.4076380354656017,-0.1855794651372705,0.3201314491304307,-0.1071882110230774,0.004877922077922,-0.075,0.9040330052375792,0.11,0.799,0.092,0.1396,0
"Mag. Hannes Amesbauer, BA","Wir wollen auch das schmutzige Geschäft der Schlepper und der dubiosen Asyl-NGOs, die sich überall herumtummeln, unterbinden.",2.572352941176471,0.3211849888172706,-0.0324695334113549,0.3001486895272197,-0.0268803619765033,-0.0175529411764705,-0.7,0.938839316368103,0.0,0.847,0.153,-0.4404,1
"Mag. Hannes Amesbauer, BA","Wir wollen die eigene, nationalstaatliche Handlungsfähigkeit im Asylbereich erhalten, meine sehr geehrten Damen und Herren!",1.4994666666666667,0.2335065709471154,-0.305182203830223,0.2475138582489851,-0.0096675994300653,0.0,0.0,0.8879310488700867,0.125,0.875,0.0,0.2481,0
"Mag. Hannes Amesbauer, BA","Die Situation ist ja durchaus dramatisch, und wohin das führen kann, wenn man Quoten einführt, sieht man an aktuellen Zahlen.",1.13165,0.3952376618867806,0.0390642668879099,0.2648709021506479,0.0244415739896645,0.0002,0.7,0.93298602104187,0.167,0.708,0.125,0.0,0
"Mag. Hannes Amesbauer, BA","Wir wissen, dass sich derzeit rund 140 000 illegale Migranten entlang der Balkanroute bewegen, die nur darauf drängen, in ihre Wunschdestinationen vorstoßen zu können.",1.7015416666666667,0.3570942760876884,-0.0675036068961288,0.2756396282755667,-0.0268803619765033,-0.0144958333333333,0.7,0.8683607578277588,0.11,0.747,0.142,0.0258,0
"Mag. Hannes Amesbauer, BA","Wir wissen, dass es nahezu täglich Neuankömmlinge in Italien, in Griechenland gibt, und wir wissen natürlich auch, dass wir nach wie vor die Bedrohung dieses unsäglichen EU-Türkei-Paktes haben, womit Herr Erdoan jederzeit die Möglichkeit hat, Europa zu erpressen, wenn er seine Milliarden nicht bekommt, die Schleusen aufzumachen und Hunderttausende in die EU hereinzulassen.",1.899566037735849,0.3554021574065227,-0.1395083489486165,0.2581991125179476,-0.0326376815694611,-0.0034603773584905,-0.15,0.9334447979927064,0.134,0.725,0.14,-0.1027,1
"Mag. Hannes Amesbauer, BA","Also das lehnen wir ganz klar ab!Angesichts dessen, was sich in den letzten Tagen in der EU bei diesem EU-Migrationspakt abspielt, der unter der Federführung von Frau von der Leyen vorbereitet wird, muss man sich vor Augen halten, dass schwerlich zu leugnen ist, dass dieser neue Pakt in unmittelbarer Tradition zum berüchtigten UN-Migrationspakt steht, dem ja Österreich glücklicherweise aufgrund der Regierungsbeteiligung der Freiheitlichen nicht beigetreten ist.",2.305106060606061,0.382068074684304,-0.0783441634926084,0.2665724264593326,-0.0990641660914892,0.001690909090909,1.0,0.92434823513031,0.142,0.806,0.051,0.7766,0
"Mag. Hannes Amesbauer, BA",Wie auch der UN-Migrationspakt verfolgt dieser EU-Migrationspakt als Hauptziel den Übergang zu mehr geordneter und regelmäßiger sowie zu zahlenmäßig umfangreicherer Migration aus außereuropäischen Herkunftsländern in die westliche Welt.,1.932678571428572,0.332903738880085,-0.1553122213102709,0.2998862204707361,0.0934676016285113,0.0034857142857142,-0.5,0.4919853806495666,0.153,0.847,0.0,0.5719,0
"Mag. Hannes Amesbauer, BA","Meine Damen und Herren, dafür stehen wir als Freiheitliche Partei mit Sicherheit nicht zur Verfügung!Nichtsdestotrotz freue ich mich natürlich auf eine angeregte Diskussion im Innenausschuss, damit auch klargemacht werden kann, was wirklich das Ansinnen dieses Volksbegehrens ist.",1.8524054054054055,0.312108469511787,-0.0947556318590581,0.265126716911486,-0.103356748752487,0.0059405405405405,0.7999999999999999,0.8967357873916626,0.087,0.846,0.067,0.2062,1
"Mag. Hannes Amesbauer, BA","Wie gesagt, direktdemokratische Mittel sind uns sehr, sehr wichtig, und wir wollten diese auch noch ausbauen.",0.8568125,0.5040250829556291,0.245093963638016,0.2790598391801873,-0.0096675994300653,0.0,0.7,0.878964900970459,0.277,0.723,0.0,0.6566,0
"Mag. Hannes Amesbauer, BA","Wir haben damals auch ins Regierungsprogramm hineinverhandelt, dass es ab einer gewissen Anzahl von Unterschriften zu einer verpflichtenden Volksabstimmung kommt.",2.00765,0.3878162864527402,-0.0297851291387157,0.2479483899172758,0.0040349327902795,0.0,0.0,0.0785280466079711,0.0,1.0,0.0,0.0,0
"Mag. Hannes Amesbauer, BA","Das ist leider gescheitert, daran besteht seitens der aktuellen Regierung kein Interesse mehr.",1.682538461538461,0.3989861694864229,0.1901348537254518,0.2345662013536706,0.009000871796978,0.0006153846153846,0.0,0.936213195323944,0.368,0.486,0.146,0.4767,0
"Mag. Hannes Amesbauer, BA","Wie gesagt, ich freue mich aber auf eine angeregte und spannende Diskussion im Innenausschuss.",1.539,0.3085621648959448,0.0234028438324175,0.2781869727604461,-0.0244678314256972,0.0668785714285714,0.0,0.9179834723472596,0.344,0.656,0.0,0.743,0
"Mag. Hannes Amesbauer, BA",Danke.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5856184959411621,1.0,0.0,0.0,0.4404,0
Mag. Faika El-Nagashi,Sehr geehrte Damen und Herren!,0.6436,0.2313458732183547,0.0337852302020808,0.2993685709533927,0.1489228462492661,0.0,0.0,0.8779545426368713,0.0,1.0,0.0,0.0,0
Mag. Faika El-Nagashi,Sehr geehrter Herr Präsident!,2.19475,0.2989378447659866,0.2288433637394359,0.2959869691426487,0.1226813489439044,0.0,0.0,0.783635139465332,0.0,1.0,0.0,0.0,0
