Unnamed: 0,english,german_google_translate,label,imageability,unexpectedness_avg_glove,unexpectedness_min_glove,unexpectedness_avg_word2vec,unexpectedness_min_word2vec,polarity_senti_ws,polarity_text_blob,subjectivity_huggingface,vader_positive,vader_neutral,vader_negative,vader_compound
119,Won't you have a piece of fudge?,Willst du kein Stück Fudge haben?,0,0.9478333333333334,0.18712961177431398,-0.0900056673361941,0.3263642195351816,0.16014579929080625,0.0,0.0,0.8627995848655701,0.0,1.0,0.0,0.0
120,He will wed that waitress next month.,Er wird diese Kellnerin nächsten Monat heiraten.,0,2.246571428571429,0.37362500353611816,0.08777426692509507,0.291787375974204,0.18880840861478373,0.03238571428571429,0.0,0.02762693166732788,0.495,0.505,0.0,0.5994
121,What are you moaning about now?,Worüber stöhnst du jetzt?,0,0.0,0.18765065908843828,0.18765065908843828,0.0,0.0,0.0,0.0,0.9214255809783936,0.0,1.0,0.0,0.0
122,You push and I'll pull.,Du drückst und ich werde ziehen.,0,0.0,0.43884420563578974,0.3120444659864505,0.24396065281211943,-0.024467831425697244,0.0,-0.7,0.4511650800704956,0.0,1.0,0.0,0.0
123,Here's his page in the yearbook!,Hier ist seine Seite im Jahrbuch!,0,3.360666666666667,0.4877646460052092,0.38511542857175624,0.17583682900241882,0.084035370638455,0.0,0.0,0.03179854154586792,0.0,1.0,0.0,0.0
124,I can't find my baggage.,Ich kann mein Gepäck nicht finden.,0,1.1411666666666667,0.3893548487739458,0.15969800242866064,0.33379792266525865,0.1952751700912937,0.0,0.0,0.06187969446182251,0.0,1.0,0.0,0.0
125,Life's too short to sit around moping.,"Das Leben ist zu kurz, um herumzusitzen.",0,1.9575714285714285,0.5147472815606792,0.4642161057073868,0.18110996493011214,0.10845737684930029,0.0,0.0,0.9090797305107117,0.0,0.789,0.211,-0.1531
126,He fell into a swoon yesterday.,Er fiel gestern in eine Ohnmacht.,0,3.0621666666666663,0.36900649453053863,0.13092770888551855,0.20639596932276666,0.14576667294703627,-0.03588333333333333,0.0,0.9119524359703064,0.0,0.725,0.275,-0.2263
127,He is chary of speech.,Er ist chary der Sprache.,0,1.7256,0.5980350023517209,0.5654820394775123,0.31198794558935644,0.21705867591546948,0.0,0.0,0.9288553595542908,0.0,1.0,0.0,0.0
128,My own stupidity lost me the match.,Meine eigene Dummheit hat mich das Match verloren.,0,2.510625,0.2890448218671149,0.04918994901380165,0.26934317399337526,-0.00020370383041552563,0.0,0.0,0.9359622001647949,0.0,0.522,0.478,-0.6705
129,Georgy Porgy was a naughty boy.,Georgy Porgy war ein ungezogener Junge.,0,1.758,0.07238935157259317,-0.190195162154675,0.41107875780811676,0.152168982573449,-0.05206666666666667,0.0,0.9320410490036011,0.0,0.667,0.333,-0.3612
130,Have you heard the glad tidings?,Hast du die frohen Botschaft gehört?,0,2.1908333333333334,0.2863843320407496,0.03597881219554988,0.3114445830610441,-0.016189532250772153,0.02273333333333333,1.0,0.8648374676704407,0.375,0.625,0.0,0.4588
131,Give me a boost over the fence.,Gib mir einen Schub über den Zaun.,0,3.161142857142857,0.29490612709043384,0.07531424931398188,0.22000915076951583,-0.001854760097235997,0.0,0.0,0.9037196636199951,0.0,1.0,0.0,0.0
132,Cross me and you'll regret it.,Überquere mich und du wirst es bereuen.,0,0.49914285714285717,0.23453544472488735,-0.3276495430768359,0.2859394673305082,0.04635303922726433,0.0,-1.0,0.8815334439277649,0.0,1.0,0.0,0.0
133,He finagled me out of my property.,Er hat mich aus meinem Eigentum geflossen.,0,1.848285714285714,0.35424790061455225,0.15674390240731148,0.2143014092917159,0.01054371991694881,0.0,0.0,0.41160261631011963,0.0,1.0,0.0,0.0
134,All steamed up over the real thing.,Alles in der Realität gedämpft.,0,2.4862,0.39482521408964993,0.3003533222634926,0.17853215319843485,0.025255771150916862,0.0,0.0,0.8354138135910034,0.0,0.741,0.259,-0.1027
135,Why can't they leave my pussy alone?,Warum können sie meine Muschi nicht alleine lassen?,0,1.549625,0.3182567624346506,-0.1315922664090754,0.39524920552322484,0.2087224281456747,0.0,0.0,0.9017795920372009,0.0,1.0,0.0,0.0
136,We decided to give it a whirl.,"Wir haben uns entschlossen, es zu wirbeln.",0,1.1391428571428572,0.5582060035043878,0.4402815473450329,0.30503465644977007,0.16616202557997362,0.0,0.0,0.8546456098556519,0.277,0.723,0.0,0.3182
137,She would be crushed between them.,Sie würde zwischen ihnen niedergeschlagen werden.,0,1.8055,0.5268643581931477,0.386103170979281,0.24996251486245075,0.14642988744063148,-0.03118333333333333,-0.7,0.9210242629051208,0.0,0.625,0.375,-0.4588
138,I've got a job in the bag.,Ich habe einen Job in der Tasche.,0,3.172285714285714,0.39799723848534074,0.20894727411322106,0.19169664223133662,-0.09972178380525018,0.0,0.0,0.2379990816116333,0.0,1.0,0.0,0.0
139,It was a moment of madness.,Es war ein Moment des Wahnsinns.,0,2.2593333333333336,0.45758678425342036,0.22599622827284732,0.20430074026739645,0.09283837037252501,0.0,0.0,0.934721827507019,0.286,0.714,0.0,0.25
140,Don't use your credit card willy-nilly.,Verwenden Sie Ihre Kreditkarte nicht Willy Nill.,0,2.089857142857143,0.31337280904933607,-0.05118379359837434,0.26779050580694974,0.09543895391377037,0.0,0.0,0.8466755151748657,0.0,1.0,0.0,0.0
141,Those children are thoroughly spoilt!,Diese Kinder sind gründlich verwöhnt!,0,0.8460000000000001,0.3498384536873685,0.11697580353415013,0.21657670567111187,0.12633103402177848,0.0,-0.7,0.9194495677947998,0.674,0.326,0.0,0.7345
142,Her heart gave an unsteady lurch.,Ihr Herz gab einen unsicheren Stich.,0,1.6896666666666667,0.3205793714085784,-0.0500142888162491,0.22921138635850183,0.03345020085775692,-0.10446666666666667,-0.7,0.9103331565856934,0.0,0.694,0.306,-0.296
143,The football game is yours.,Das Fußballspiel gehört dir.,0,1.9797500000000001,0.217723000057463,-0.0005460644026355107,0.0,0.0,0.0,0.0,0.8964000940322876,0.0,1.0,0.0,0.0
144,Is this a safety razor blade?,Ist das eine Sicherheitsrasierklinge?,0,2.17425,0.5732376780264791,0.5216377277759786,0.22855134482857906,0.08412441213621455,0.0,0.0,0.8624006509780884,0.0,1.0,0.0,0.0
145,These are unquestionable facts.,Dies sind unbestreitbare Tatsachen.,0,0.72725,0.15464419047828556,-0.09647286261770209,0.3151776157947689,0.10501569311344139,0.001,0.7,0.8878802061080933,0.268,0.732,0.0,0.0258
146,I gotta get outta here!,Ich muss hier rauskommen!,0,1.84275,0.4712016829318315,0.4257220332775717,0.23153775598855406,0.12869090151241855,0.0,0.0,0.9142659902572632,0.0,1.0,0.0,0.0
147,All their advice was swept aside.,Alle ihre Ratschläge wurden beiseite gefegt.,0,0.6606666666666666,0.30055026400039975,0.055354151241401646,0.35291788237683885,0.24951835860307298,0.0,0.0,0.8644629120826721,0.0,1.0,0.0,0.0
148,He's pranged his new bike.,Er hat sein neues Fahrrad abgebaut.,0,2.6613333333333333,0.4337107930794452,0.22012892838047945,0.27447115617508755,0.1389280172554526,0.0006666666666666666,0.0,0.023806452751159668,0.367,0.633,0.0,0.4404
149,I always cry when I'm chopping onions.,"Ich weine immer, wenn ich Zwiebeln hacke.",0,0.8347142857142857,0.35170122096989936,0.089492166500912,0.4072303616208215,0.1876111003439192,-0.023585714285714286,0.0,0.893002450466156,0.0,0.69,0.31,-0.4019
150,Can't you give me a straight yes or no?,Kannst du mir nicht ein klares Ja oder nein geben?,0,1.6082,0.3204012963037571,0.05170447601460538,0.29356959378423125,0.05255647771017935,0.0004,0.0,0.8945576548576355,0.0,0.821,0.179,-0.2411
151,Bugger it! I've burnt the toast.,Mangel es! Ich habe den Toast verbrannt.,0,2.7275714285714288,0.2362990149947607,0.014286045101110938,0.2641032100390904,-0.016848694325592613,-0.0006857142857142857,0.0,0.9260883331298828,0.0,0.667,0.333,-0.4574
152,I'll enclose his letter with mine.,Ich werde seinen Brief mit meinem beischließen.,0,1.5331428571428571,0.41652158524730226,0.24715897316163485,0.31146949599754625,0.03027134657617503,0.0,0.0,0.033618152141571045,0.0,1.0,0.0,0.0
153,Sweeney Todd: How about a shave?,Sweeney Todd: Wie wäre es mit einer Rasur?,0,1.0065,0.38646129263304657,0.007600855493426465,0.2168714117651846,0.09708287490440498,0.0,0.0,0.029452383518218994,0.0,1.0,0.0,0.0
154,The Pasha's overseer struck my father.,Der Aufseher des Paschas traf meinen Vater.,0,1.8677142857142857,0.19073376715490806,-0.008436156872082731,0.31227304059162686,0.10102276420581831,0.0,0.0,0.02677077054977417,0.0,1.0,0.0,0.0
155,He was selfish and uncaring.,Er war egoistisch und lieblos.,0,1.4049999999999998,0.3351406573136387,0.044187521411446634,0.3710058880842367,0.312640407111335,0.0,-0.85,0.9209612011909485,0.0,0.375,0.625,-0.6124
156,My car only has a puny little engine.,Mein Auto hat nur einen mickrigen kleinen Motor.,0,1.9455,0.2767071058274412,-0.22038836360871966,0.22775965435419185,0.1282707774120277,-0.0339375,0.0,0.9113225340843201,0.0,0.833,0.167,-0.1027
157,I'm going to play you a Bach fugue.,Ich werde dir eine Bach -Fuge spielen.,0,1.544,0.38414190721048236,0.1726479637501684,0.25103558927973985,0.019458965798367502,0.0,0.0,0.9192819595336914,0.0,1.0,0.0,0.0
158,Her face crinkled up in disgust.,Ihr Gesicht riss angewidert.,0,3.39825,0.3208866746705972,0.24169734345982918,0.4088133575405806,0.2717851806420907,0.0,0.0,0.9114570021629333,0.0,1.0,0.0,0.0
159,I've blown a fuse.,Ich habe eine Sicherung geblasen.,0,2.6304000000000003,0.3505303649865539,0.11144799190318128,0.18600785524631266,0.06686881478575789,0.0,0.0,0.22737908363342285,0.0,1.0,0.0,0.0
160,What the heck is that?,Was zur Hölle ist das?,0,1.0364,0.4059522956000627,0.24462207415921053,0.12350467867878087,0.05549402047826158,0.0,0.0,0.9352116584777832,0.0,0.482,0.518,-0.6486
161,Her new dress fits her like a glove.,Ihr neues Kleid passt zu ihr wie ein Handschuh.,0,1.4408888888888889,0.4311828323564398,0.14065078614759502,0.2998273715664798,0.08051491111238049,0.00044444444444444447,0.0,0.8510453701019287,0.266,0.734,0.0,0.4404
162,They gave us a hearty wel-come.,Sie gaben uns ein herzhaftes Welken.,0,0.8356666666666667,0.23954912784189472,-0.15062323932584964,0.2768952521354452,0.04577028831720301,0.012450000000000001,0.0,0.9164254069328308,0.378,0.408,0.214,0.3818
163,He spewed up all over my jacket.,Er spuckte über meine Jacke.,0,2.7154000000000003,0.20102380771937386,-0.05302298459895258,0.3787528593181197,0.2569505403421097,0.0,0.0,0.05408370494842529,0.0,1.0,0.0,0.0
164,Whatever made him buy that jacket?,"Was hat ihn dazu gebracht, diese Jacke zu kaufen?",0,0.7824444444444444,0.5170822563731853,0.12054800511967322,0.3282062386902903,0.1688513966559337,0.0,-0.7,0.7321184873580933,0.0,1.0,0.0,0.0
165,The lamb was a puny little thing.,Das Lamm war eine mickrige kleine Sache.,0,3.2104285714285714,0.3689012211792019,0.10602737453130176,0.21485607884586685,0.06576389485214952,-0.03878571428571429,0.0,0.9392311573028564,0.0,0.811,0.189,-0.1027
166,Prejudice is the child of ignorance,Vorurteile sind das Kind der Unwissenheit,0,3.205166666666667,0.2721787770290739,0.06566542587378861,0.25629457965265656,0.046344017441340805,-0.10435,0.0,0.9257164001464844,0.0,0.449,0.551,-0.5994
167,It'll do the trick.,Es wird den Trick machen.,0,2.1622,0.4284525587240747,0.23108928035780765,0.25080578283035726,0.14064850364752501,0.0,0.0,0.9202735424041748,0.0,1.0,0.0,0.0
168,Don't let your dreams just be dreams.,Lass deine Träume nicht nur Träume sein.,0,1.1457142857142857,0.4593568668012096,0.25618796666233284,0.38239824526797067,0.21492880808366763,0.0,0.0,0.915351927280426,0.0,1.0,0.0,0.0
169,Saturday night at the dance hall.,Samstagabend in der Tanzhalle.,0,3.539,0.26927903067860237,0.08887605316472734,0.3532919262147033,0.2920240884302647,0.0,0.0,0.022975623607635498,0.0,1.0,0.0,0.0
170,Don't sweat Vanessa; she's an adult.,Schwitzen Sie nicht Vanessa; Sie ist eine Erwachsene.,0,1.32225,0.4590763082603148,0.04600265253196607,0.3090318896849685,0.10841748354393699,0.0,0.0,0.8913453817367554,0.0,1.0,0.0,0.0
171,Drinks were the overture to dinner.,Getränke waren die Ouvertüre zum Abendessen.,0,1.4336666666666666,0.2759464005280214,0.08396129257346151,0.16300270318461774,0.07172891186766613,0.0,0.0,0.02571052312850952,0.0,1.0,0.0,0.0
172,Mustn't blot my copybook by being late.,Ich darf mein Exemplar nicht verspätet haben.,0,1.2141428571428572,0.30623189705084164,0.09375976013630265,0.3380478725194157,0.2104713634052598,0.0,0.0,0.845197319984436,0.178,0.822,0.0,0.0762
173,Fate has willed it otherwise.,Das Schicksal hat es sonst gewollt.,0,2.764666666666667,0.4851013212899273,0.3242502615907195,0.2859917370914813,0.17097322399310755,0.0,0.0,0.8304792046546936,0.0,1.0,0.0,0.0
174,I've been with my girl for nine years.,Ich bin seit neun Jahren bei meinem Mädchen.,0,1.5482500000000001,0.37503017488354873,0.1548878831689907,0.19774489079191032,-0.09461757681066549,0.0,0.0,0.026393413543701172,0.0,1.0,0.0,0.0
175,Phoebe needs a new kitchen maid.,Phoebe braucht eine neue Küchenmädchen.,0,3.1546,0.26574680077323204,0.0730574947888357,0.2946738035155229,0.21225304790242422,0.0008,0.0,0.47054100036621094,0.42,0.58,0.0,0.4404
176,She decamped with a lover.,Sie entkämpfte mit einem Liebhaber.,0,0.9116,0.5753775646713624,0.5304787142409695,0.21225255348957134,0.10429762554005677,0.0,0.0,0.029582619667053223,0.0,1.0,0.0,0.0
177,He fell over himself for fame.,Er fiel wegen Ruhmes über sich.,0,2.1988333333333334,0.3045022463066111,0.02298807524265696,0.3385662736562447,0.2058083057212837,-0.03521666666666667,0.0,0.7591871619224548,0.337,0.449,0.213,0.2732
178,John is a true sister under the skin.,John ist eine wahre Schwester unter der Haut.,0,3.4995,0.40153476000361427,0.22835461791480166,0.1697064100578207,-0.030746383445425705,0.0005,1.0,0.9167331457138062,0.247,0.753,0.0,0.3182
179,How I spend my money is my affair.,"Wie ich mein Geld ausgehe, ist meine Angelegenheit.",0,1.138375,0.4647356668768735,0.2910042626484209,0.28528598729693083,0.018933767249451783,0.0,0.0,0.8749022483825684,0.0,1.0,0.0,0.0
180,That lamp's shining in my eyes.,Diese Lampe scheint in meinen Augen.,0,2.2695000000000003,0.32083891548584426,0.09687783119245345,0.2903057471373214,0.12910697122800532,0.0,0.0,0.9096346497535706,0.0,1.0,0.0,0.0
181,Her accent betrays her a Londoner.,Ihr Akzent verrät ihr einen Londoner.,0,1.39,0.4031146307861397,0.19734011088372239,0.34850868868589807,0.1430388997352677,-0.03478333333333333,0.0,0.8878780603408813,0.0,0.602,0.398,-0.5106
182,Don't shoot I surrender.,"Schieß nicht, ich erging mir.",0,0.0,0.12537985368795143,0.03770549045307806,0.23069025607640622,0.23069025607640622,0.0,0.0,0.8886800408363342,0.0,1.0,0.0,0.0
183,You can scratch my name off the list.,Sie können meinen Namen von der Liste kratzen.,0,2.2966249999999997,0.4029120328656571,0.14269632900802592,0.18574943049776074,0.04155912401719912,0.0,0.0,0.9020997881889343,0.0,1.0,0.0,0.0
184,Have you no shame?,Hast du keine Schande?,0,1.12525,0.3986089127940829,0.3019778023396779,0.2417724885953185,0.014101851135142729,0.0,0.0,0.9027014970779419,0.474,0.526,0.0,0.4023
185,"Bright, dolorous, sonsy and memorable.","Hell, dolorös, einy und unvergesslich.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9405051469802856,0.394,0.606,0.0,0.3818
186,She has the makings of a good lawyer.,Sie hat das Zeugnis eines guten Anwalts.,0,1.300142857142857,0.430206891448364,0.27478613657642537,0.19755980546184262,0.025070214195556665,0.053085714285714285,1.0,0.7963027358055115,0.341,0.659,0.0,0.4767
187,That frock shows your petticoat.,Dieses Kleid zeigt Ihren Petticoat.,0,1.5908,0.39155377775534966,0.2554554057861286,0.2329837734675836,-0.051546468740204285,0.0,0.0,0.029335498809814453,0.0,1.0,0.0,0.0
188,Hel - lo! Hel - lo! Where are you from?,Hallo! Hallo! Woher kommst du?,0,0.0,0.3993662665180061,0.3993662665180061,0.6407348674178379,0.6407348674178379,0.0,0.0,0.7509379386901855,0.0,1.0,0.0,0.0
189,He's a plastic surgeon,Er ist ein plastischer Chirurg,0,3.3922,0.29946118663002297,0.048707798632594654,0.29752167611186436,0.19657605131159037,0.0,0.0,0.028035223484039307,0.0,1.0,0.0,0.0
190,It all makes $377 seem a bargain.,Alles lässt 377 US -Dollar ein Schnäppchen erscheinen.,0,1.7087500000000002,0.22759701181163608,-0.12854127623462305,0.14878995628308597,0.056648810229588516,0.0,0.0,0.8763837218284607,0.3,0.7,0.0,0.4588
191,It has been a phoney war.,Es war ein falscher Krieg.,0,1.7016000000000002,0.4017920472022958,0.15018262679351202,0.24568604078356504,0.16174049588459805,-0.15236,-1.0,0.9215012192726135,0.0,0.312,0.688,-0.765
192,Bet you wish you'd arrived earlier.,"Ich wünschte, Sie hätten früher angekommen.",0,0.7596666666666666,0.43510929215255323,0.33718753340738156,0.17449556971612135,0.17449556971612135,0.0,0.0,0.9096407890319824,0.0,1.0,0.0,0.0
193,He wants to put a bug in her ear.,Er will einen Käfer in ihr Ohr legen.,0,4.12575,0.33356864355856775,0.08841365802255322,0.2430093005972817,0.057407633126414476,0.0,0.0,0.8650799989700317,0.0,1.0,0.0,0.0
194,Who the heck are you?,Wer zum Teufel bist du?,0,1.073,0.38062966619237054,0.2434364485477564,0.33342497546638006,0.0888465475162997,0.0,0.0,0.9263380765914917,0.0,1.0,0.0,0.0
195,She doled him out a plateful of stew.,Sie dolierte ihn einen Teller Eintopf.,0,2.0546666666666664,0.3957955738653973,0.17041342688044156,0.2791591766710489,0.1260711271630374,0.0,0.0,0.024330556392669678,0.0,1.0,0.0,0.0
196,Opportunity makes the thief.,Gelegenheit macht den Dieb.,0,3.04075,0.4431653267728309,0.3655429811681978,0.2777613882746317,0.1337897525692203,0.0,0.0,0.7248436808586121,0.308,0.256,0.436,-0.25
197,Don't tread your ash into my carpet!,Treten Sie Ihre Asche nicht in meinen Teppich!,0,2.292875,0.39634099057973377,0.16436756821877807,0.25240310532815846,0.09367442733520463,0.0,0.0,0.9127000570297241,0.0,1.0,0.0,0.0
198,Stand by for our Christmas competition.,Stellen Sie sich für unseren Weihnachtswettbewerb bereit.,0,1.2462857142857142,0.42670111258249505,0.1964352290821985,0.29792166286220934,0.22245676685060095,0.0,0.0,0.4997580647468567,0.231,0.769,0.0,0.2023
199,Wake up the sleeping giant in you,Wach den schlafenden Riesen in dir auf,0,3.127,0.23154294518237192,0.0036799133371922792,0.28295629459213917,-0.002810213587179225,0.0,0.7,0.923911988735199,0.0,1.0,0.0,0.0
200,I'm not going to take this crap any more.,Ich werde diesen Mist nicht mehr aufnehmen.,1,1.2068571428571429,0.45143970023567354,0.09404195052185857,0.3796820233767666,0.12654176410184173,0.0,0.0,0.9201776385307312,0.0,0.714,0.286,-0.34
201,The new movie is a killer.,Der neue Film ist ein Killer.,1,3.2771666666666666,0.48620343505023317,0.34720565301110473,0.21076874926721476,0.08512576272660377,0.0006666666666666666,0.0,0.9306328296661377,0.367,0.633,0.0,0.4404
202,Her nerves were stretched to breaking point.,Ihre Nerven wurden bis zum Bruchpunkt gestreckt.,1,1.633571428571429,0.22300158446756785,-0.25481940946000703,0.26234972364123926,0.026352264398070212,0.0,-1.0,0.02521568536758423,0.0,0.698,0.302,-0.3818
203,Being totally alone is my idea of hell on earth.,Ganz allein zu sein ist meine Vorstellung von der Hölle auf Erden.,1,3.080250000000001,0.42739078753706805,0.240984109399254,0.23439648799780144,-0.009712383094532102,0.0,-0.7,0.9304671287536621,0.0,0.719,0.281,-0.6486
204,I nearly died of shame!,Ich bin fast vor Scham gestorben!,1,3.356333333333333,0.3353555011643903,0.0939466051911966,0.30473558675400136,0.04857684508683453,0.0,0.0,0.9344774484634399,0.0,0.657,0.343,-0.3846
205,My patience is almost worn away by their endless quarrel.,Meine Geduld wird fast durch ihren endlosen Streit abgenutzt.,1,2.6067777777777774,0.28761272404399973,0.02283799010603784,0.2934717906730989,0.02749652241872252,0.0,0.0,0.9391764998435974,0.201,0.432,0.367,-0.3182
206,The island is truly a heaven on earth.,Die Insel ist wirklich ein Himmel auf Erden.,1,3.7038749999999996,0.3929090494604069,0.21633783138859242,0.2122033146022055,-0.016175874087521264,0.0,1.0,0.9162548184394836,0.0,1.0,0.0,0.0
207,Your son's a little demon.,Dein Sohn ist ein kleiner Dämon.,1,1.9053333333333333,0.3834538173719094,0.26318101656207676,0.198495123180593,-0.09315005462485726,-0.045250000000000005,0.0,0.9313721060752869,0.0,0.781,0.219,-0.1027
208,He has an endless supply of corny jokes.,Er hat einen endlosen Vorrat an kitschigen Witzen.,1,2.1618749999999998,0.24939172878806415,-0.05909928670868265,0.3630338984157343,0.1327461150565672,0.0,0.0,0.9432656764984131,0.176,0.824,0.0,0.128
209,His last film was hysterical.,Sein letzter Film war hysterisch.,1,2.6363999999999996,0.46161303841410145,0.3357413565232606,0.3032273813438237,0.182313852489792,0.0,-1.0,0.9342525601387024,0.0,0.615,0.385,-0.3612
210,Only an idiot would do that.,Nur ein Idiot würde das tun.,1,3.034333333333333,0.3527354126372143,0.035953336632307806,0.22807773046146945,0.12172811697350476,0.0,0.0,0.9287819266319275,0.0,0.617,0.383,-0.4767
211,I couldn't understand a single word she said!,"Ich konnte kein einziges Wort verstehen, das sie sagte!",1,0.9835555555555556,0.4394303391089296,0.23659167781243817,0.25347839015051216,0.012375500700151634,0.0,0.0,0.9160351157188416,0.183,0.817,0.0,0.2003
212,Something seemed to tighten and die inside her.,Etwas schien sich zu straffen und in ihr zu sterben.,1,1.2619,0.41536221976280857,0.02010443124603367,0.3185616922168576,0.11192771269822017,0.0,0.0,0.8861401677131653,0.0,0.677,0.323,-0.6486
213,He carried on his life in the full glare of publicity.,Er führte sein Leben im vollen Blick der Werbung.,1,3.056555555555556,0.43654995824528076,0.21068814420959328,0.2142931009970546,-0.0054943591040857095,0.00044444444444444447,0.0,0.8484613299369812,0.223,0.777,0.0,0.3182
214,Youth means limitless possibilities.,Jugend bedeutet grenzenlose Möglichkeiten.,1,2.33175,0.10370430845265763,0.024617087834988064,0.29386851663422076,0.08199771316805476,0.002,0.7,0.9132343530654907,0.875,0.125,0.0,0.7184
215,Nothing could have been more repugnant to him.,Nichts hätte ihm abstoßender sein können.,1,0.584,0.33840598465465865,-0.1125481325790064,0.35297872089421983,0.2871889031484946,-0.09765,0.0,0.9272115230560303,0.338,0.662,0.0,0.3724
216,Many words cut [hurt] more than swords,Viele Wörter schneiden mehr als Schwerter als Schwerter,1,2.229,0.32584565970510837,0.09232857981178529,0.3558259093624275,0.13040888694613112,0.0,0.0,0.756001889705658,0.0,1.0,0.0,0.0
217,His fans agree that chef Julian 's food is beyond compare.,"Seine Fans sind sich einig, dass das Essen von Chef Julian nicht vergleichen ist.",1,2.3901428571428576,0.3714231446470023,-0.07068280958145447,0.20748145344706562,-0.03729906444066803,0.0,0.0,0.06983679533004761,0.0,1.0,0.0,0.0
218,Yet we must never underestimate sin's deadliness.,Dennoch dürfen wir niemals die Tödlichkeit der Sünde unterschätzen.,1,2.5055555555555555,0.2795397234503656,-0.15812588101125286,0.32227148168845626,-0.02688036197650337,0.0,-0.7,0.9289757013320923,0.0,1.0,0.0,0.0
219,He is probably up to his neck in debt.,Er ist wahrscheinlich schulden zu seinem Nacken.,1,1.5358571428571426,0.4388216995553702,0.16357322353776374,0.24712137446357077,0.05937147792153339,-0.13837142857142856,0.0,0.9359146952629089,0.0,0.723,0.277,-0.3182
220,He is plunging into an abyss of despair.,Er stürzt in einen Abgrund der Verzweiflung.,1,3.295142857142857,0.37313156810198117,0.1543754137833751,0.2652022582499985,0.057407633126414476,-0.028214285714285716,0.0,0.931373655796051,0.0,0.32,0.68,-0.8176
221,But it takes a life time to forget sb.,"Aber es braucht eine Lebenszeit, um SB zu vergessen.",1,1.7816666666666667,0.4411303422988968,0.043286070223069725,0.23363002898663648,0.08068184195317782,0.0,-0.7,0.9184862971305847,0.0,1.0,0.0,0.0
222,He's made an absolute shambles of his career.,Er hat absolute Trümmer seiner Karriere gemacht.,1,2.6014285714285714,0.3407698463689032,0.041249841547088016,0.28527783834959974,0.17932902702903125,0.03454285714285714,0.7,0.9326766729354858,0.2,0.8,0.0,0.128
223,I was all of a sweat before the exam.,Ich war vor der Prüfung ein Schweiß.,1,2.7537142857142856,0.4103751631419842,0.22859871648293892,0.14492265813510025,-0.004821028055260083,0.0,0.0,0.902069628238678,0.0,1.0,0.0,0.0
224,Gosh! My muscles is going to ache all over tomorrow.,Meine Güte! Meine Muskeln werden morgen überall schmerzen.,1,2.8072500000000002,0.33453764216004156,0.049093126932765636,0.32376497365744905,0.06686700356576603,0.0,-0.5,0.9252306222915649,0.228,0.488,0.284,-0.1759
225,From the sublime to the ridiculous is only one step,Von der Erhabenen bis zum Lächerlichen ist nur ein Schritt,1,2.5223,0.34474221355460727,-0.028442844169654438,0.2287434650086771,0.11754634308911412,-0.06434999999999999,-1.0,0.9376981258392334,0.0,0.783,0.217,-0.3612
226,A walk in the fresh air will pep me up.,Ein Spaziergang in der frischen Luft wird mich aufschlagen.,1,3.528777777777778,0.29952541700610347,0.10428968133227871,0.22396136296911545,-0.04595408583887511,0.0,0.0,0.9107009768486023,0.0,0.825,0.175,-0.1779
227,Beauty lies in the love's eyes.,Schönheit liegt in den Augen der Liebe.,1,2.441714285714286,0.38236472473369,0.20443910834719595,0.2026348142705243,0.017122010295658928,0.0,0.0,0.9130026698112488,0.627,0.373,0.0,0.8555
228,It drives me up the wall.,Es treibt mich die Wand hoch.,1,2.3708333333333336,0.33421208632126087,0.2291437610203227,0.2830025187885724,0.09494388454813214,0.0,0.7,0.9163698554039001,0.315,0.685,0.0,0.3182
229,"Standing there, on top of the world, my tiredness vanished.","Als ich dort stand, ist meine Müdigkeit auf der Welt.",1,2.128,0.34940036060348706,0.05516864782410432,0.1874785312394427,-0.002324502586893938,0.0,0.0,0.9367249608039856,0.0,0.804,0.196,-0.296
230,"If one day I can forget you, how I wish is now.","Wenn ich eines Tages dich vergessen kann, wie ich es mir wünsche, ist es jetzt.",1,1.0356666666666667,0.4982670571273472,0.23060619317566486,0.30859747525069314,0.018933767249451783,0.0,-0.7,0.8882174491882324,0.0,1.0,0.0,0.0
231,So much for complete bloody control.,Soviel zur vollständigen blutigen Kontrolle.,1,0.0,0.15836980016636204,0.02922871715457736,0.2520907473080678,0.16451339824784267,-0.00902,-1.0,0.9299229383468628,0.31,0.345,0.345,-0.0772
232,The novel spun a miasma of death and decay.,Der Roman drehte ein Miasma des Todes und des Verfalls.,1,1.7073,0.30263856104809694,-0.07262538631638989,0.25534467592651494,0.02286860196414843,-0.00697,0.0,0.8446803689002991,0.0,0.519,0.481,-0.8126
233,Her illness was Nature's way of telling her to do less.,"Ihre Krankheit war die Art der Natur, ihr zu sagen, sie solle weniger tun.",1,1.2237142857142858,0.4782959719538915,0.24239645076864505,0.266302424202799,0.04976493133382673,0.0,0.0,0.8836864829063416,0.0,0.793,0.207,-0.5267
234,Her children's death is a fatal blow on her.,Der Tod ihrer Kinder ist ein tödlicher Schlag für sie.,1,2.4858000000000002,0.3760733352587177,0.0780793372390249,0.21258218427628073,-0.05614591282735501,-0.03487,0.0,0.9383440613746643,0.0,0.372,0.628,-0.9153
235,Get out! Or she'll zap you into a frog!,Geh raus! Oder sie wird dich in einen Frosch zappen!,1,2.0429000000000004,0.3337926803404654,0.12681478219489642,0.20526557399260453,-0.07132120168244975,0.0,0.0,0.9370763301849365,0.0,1.0,0.0,0.0
